"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Biomet"
"LINE","SECONDS","NANOSECONDS","RECORD","SWIN_1_1_1","SWOUT_1_1_1","LWIN_1_1_1","LWOUT_1_1_1","PPFD_1_1_1","PPFD_2_1_1","RN_1_1_1","RG_6_4_1_1_1","SWDIF_1_1_1","TC_1_1_1","PA_1_1_1","P_RAIN_1_1_1","VIN_1_1_1","T_CRN4_1_1_1","TA_1_1_1","TA_2_1_1_2_1","TA_1_3_1","TA_1_4_1","TA_1_5_1","TA_1_6_1","RH_1_1_1","RH_1_2_1","RH_1_3_1","RH_1_4_1","RH_1_5_1","RH_1_6_1","WS_1_1_1","WD_1_1_1","WS_1_2_1","WS_1_3_1","WS_1_4_1","WD_1_4_1"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","m/s","Deg","m/s","m/s","m/s","Deg"
"","","","","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Tot:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","WVc:","WVc:","Avg:","Avg:","WVc:","WVc:"
2976,1056764100,0,6377,"NAN",0.632578,0,0,0,0.0168149,"NAN",-45.7338,12.4573,23.2082,998.829,0,0,-241.796,25.6997,55.6229,25.3925,23.3106,23.1741,23.1229,87.7901,67.4488,89.9659,95.5205,97.6621,99.3003,1.795,78,0,0,0,0
2977,1056764160,0,6378,"NAN",0.506061,0,0,0,0.0252224,"NAN",-50.1706,13.4812,23.2423,998.997,0,0,-241.787,25.6485,54.5904,25.3584,23.285,23.1911,23.0973,87.7645,67.0478,90.1024,95.4863,97.6877,99.2833,1.935,82.5,0,0,0,0
2978,1056764220,0,6379,"NAN",0.75909,0,0,0,0.0168149,"NAN",-42.4915,42.3208,23.1741,998.797,0,0,-241.787,25.6314,55.0683,25.3242,23.285,23.2082,23.1314,87.756,67.3123,90.2048,95.4778,97.7048,99.2918,1.79,85.5,0,0,0,0
2979,1056764280,0,6380,"NAN",0.50606,0,0,0,0.0168148,"NAN",-44.8805,44.0273,23.1826,999.074,0,0,-241.796,25.6485,55.145,25.3242,23.2423,23.2423,23.1143,87.8072,67.1928,90.273,95.4522,97.6962,99.2747,1.87,87,0,0,0,0
2980,1056764340,0,6381,"NAN",0.50606,0,0,0,0.0168149,"NAN",-41.4676,42.1502,23.1485,998.92,0,0,-241.787,25.6399,54.488,25.2901,23.2338,23.2082,23.1399,87.6962,67.0734,90.4437,95.4351,97.6706,99.2833,1.9,86.5,0,0,0,0
2981,1056764400,0,6382,"NAN",0.50606,0,0,0,0.0168149,"NAN",-34.3003,40.785,23.1485,999.096,0,0,-241.787,25.6229,54.7099,25.256,23.2508,23.2508,23.1485,87.8498,67.2867,90.4778,95.4778,97.6792,99.2833,1.87,86.5,0,0,0,0
2982,1056764460,0,6383,"NAN",0.506061,0,0,0,0.0168149,"NAN",-41.1263,55.6314,23.1058,998.822,0,0,-241.787,25.6058,54.5136,25.2218,23.2167,23.2423,23.1399,87.8584,67.2696,90.6485,95.4607,97.6365,99.3089,2.025,89.5,0,0,0,0
2983,1056764520,0,6384,"NAN",0.506062,0,0,0,0.0168149,"NAN",-37.7133,54.4369,23.1741,998.988,0,0,-241.796,25.5887,54.5307,25.1877,23.1826,23.2338,23.1399,87.8669,67.2184,90.7508,95.4863,97.6536,99.3089,2.055,90.5,0,0,0,0
2984,1056764580,0,6385,"NAN",0.506061,0,0,0,0.0168149,"NAN",-38.2253,52.5597,23.1485,999.022,0,0,-241.796,25.5973,54.3515,25.1877,23.2508,23.1997,23.1314,87.773,67.1672,90.785,95.4863,97.628,99.2833,2.05,88,0,0,0,0
2985,1056764640,0,6386,"NAN",0.50606,0,0,0,0.0252223,"NAN",-43.1741,51.1945,23.1741,998.851,0,0,-241.787,25.5717,54.744,25.1877,23.1997,23.2508,23.1399,87.6706,67.2099,90.6143,95.4693,97.6621,99.2662,2.01,86,0,0,0,0
2986,1056764700,0,6387,"NAN",0.50606,0,0,0,0.0168148,"NAN",-44.8805,52.2184,23.2082,999.002,0,0,-241.787,25.5973,54.07,25.1877,23.1741,23.2508,23.157,87.6621,67.1758,90.5119,95.4351,97.628,99.2833,2.04,85,0,0,0,0
2987,1056764760,0,6388,"NAN",0.50606,0,0,0,0.0168149,"NAN",-35.8362,42.6621,23.1826,998.765,0,0,-241.796,25.5887,54.7611,25.1877,23.2082,23.2764,23.157,87.6877,67.2355,90.273,95.4693,97.6194,99.2918,2.03,83,0,0,0,0
2988,1056764820,0,6389,"NAN",0.50606,0,0,0,0.0168149,"NAN",-33.4471,43.686,23.2082,998.809,0,0,-241.787,25.5887,55.3669,25.256,23.2423,23.2508,23.1485,87.6706,67.1331,90.1365,95.4607,97.6109,99.2918,1.955,83,0,0,0,0
2989,1056764880,0,6390,"NAN",0.506061,0,0,0,0.0168149,"NAN",-29.0102,46.7577,23.1997,998.893,0,0,-241.796,25.5717,54.7014,25.256,23.2423,23.2764,23.1399,87.756,67.0222,90.0683,95.4607,97.628,99.2918,1.905,84,0,0,0,0
2990,1056764940,0,6391,"NAN",0.506062,0,0,0,0.0168149,"NAN",-25.5973,44.5392,23.2167,998.759,0,0,-241.796,25.5631,54.4198,25.256,23.2594,23.2338,23.1058,87.8925,67.1331,90.0341,95.5034,97.6109,99.2747,1.97,85,0,0,0,0
2991,1056765000,0,6392,"NAN",0.506061,0,0,0,0.0168149,"NAN",-33.1058,45.3925,23.1399,999.007,0,0,-241.787,25.5461,54.7184,25.256,23.2594,23.2423,23.1143,87.9266,67.2526,90.1024,95.5119,97.5683,99.2918,1.97,86.5,0,0,0,0
2992,1056765060,0,6393,"NAN",0.50606,0,0,0,0.0168149,"NAN",-42.1502,53.9249,23.2082,998.766,0,0,-241.787,25.5375,55.128,25.256,23.2594,23.2167,23.1399,87.8754,67.2952,90.1365,95.4949,97.5683,99.3003,1.935,88.5,0,0,0,0
2993,1056765120,0,6394,"NAN",0.50606,0,0,0,0.0168148,"NAN",-42.6621,52.901,23.2082,998.877,0,0,-241.787,25.5631,54.5478,25.256,23.285,23.2253,23.1314,87.8157,67.3549,90.2389,95.5461,97.5853,99.2918,1.945,91,0,0,0,0
2994,1056765180,0,6395,"NAN",0.50606,0,0,0,0.0252223,"NAN",-46.0751,51.1945,23.2594,998.746,0,0,-241.787,25.5802,53.9249,25.256,23.285,23.1997,23.1399,87.645,67.1416,90.2048,95.5717,97.6024,99.3089,2,94.5,0,0,0,0
2995,1056765240,0,6396,"NAN",0.50606,0,0,0,0.0252223,"NAN",-43.5154,53.2423,23.2423,998.759,0,0,-241.796,25.6143,54.488,25.256,23.3362,23.2167,23.1399,87.4744,67.099,90.2048,95.5717,97.6194,99.2662,2.07,97.5,0,0,0,0
2996,1056765300,0,6397,"NAN",0.506061,0,0,0,0.0168149,"NAN",-46.9283,55.6314,23.2594,999.018,0,0,-241.787,25.6399,55.0341,25.1877,23.302,23.1911,23.1399,87.244,67.099,90.0853,95.5717,97.6536,99.2662,2.03,98.5,0,0,0,0
2997,1056765360,0,6398,"NAN",0.506062,0,0,0,0.0168149,"NAN",-39.4198,56.6553,23.2423,998.719,0,0,-241.796,25.657,54.8379,25.256,23.3106,23.2253,23.157,87.0478,67.1672,89.9659,95.5546,97.7048,99.2918,2.005,99.5,0,0,0,0
2998,1056765420,0,6399,"NAN",0.506061,0,0,0,0.0168149,"NAN",-40.6143,57.3379,23.2167,999.082,0,0,-241.796,25.7082,55.145,25.256,23.3276,23.1997,23.1399,86.9198,66.9795,89.8293,95.6485,97.6962,99.2918,1.99,99,0,0,0,0
2999,1056765480,0,6400,"NAN",0.50606,0,0,0,0.0168149,"NAN",-30.8874,57.1672,23.2167,998.75,0,0,-241.787,25.7338,55.3925,25.256,23.3106,23.2167,23.1399,86.843,67.116,89.8293,95.6229,97.7048,99.3003,1.955,97,0,0,0,0
3000,1056765540,0,6401,"NAN",0.50606,0,0,0,0.0168148,"NAN",-32.0819,57.6792,23.1485,998.905,0,0,-241.787,25.7338,55.3072,25.256,23.3191,23.2423,23.1314,86.9198,67.0136,89.7952,95.6058,97.7218,99.2833,1.905,96.5,0,0,0,0
3001,1056765600,0,6402,"NAN",0.50606,0,0,0,0.0168149,"NAN",-37.372,39.9317,23.1143,998.858,0,0,-241.787,25.7423,54.9915,25.256,23.2935,23.2253,23.1399,86.9624,66.7321,89.8293,95.6058,97.8157,99.2833,1.825,96.5,0,0,0,0
3002,1056765660,0,6403,"NAN",0.50606,0,0,0,0.0168149,"NAN",-53.9249,-15.0171,23.2338,998.946,0,0,-241.787,25.7253,54.8635,25.256,23.2423,23.2423,23.1911,86.9539,66.7662,89.727,95.5631,97.8242,99.2747,1.74,96.5,0,0,0,0
3003,1056765720,0,6404,"NAN",0.506061,0,0,0,0.0168149,"NAN",-55.9727,-9.89761,23.1058,998.911,0,0,-241.787,25.7082,54.8805,25.256,23.1741,23.2594,23.1997,86.988,66.8942,89.727,95.5375,97.8669,99.3003,1.725,97,0,0,0,0
3004,1056765780,0,6405,"NAN",0.759093,0,0,0,0.0168149,"NAN",-53.2423,10.4096,23.157,998.821,0,0,-241.787,25.7338,55.2901,25.273,23.1655,23.285,23.1826,87.0563,67.1843,89.6928,95.5119,97.901,99.3003,1.745,97,0,0,0,0
3005,1056765840,0,6406,"NAN",0.632576,0,0,0,0.0168149,"NAN",-47.4403,13.9932,23.1399,998.868,0,0,-241.805,25.7167,54.7099,25.2901,23.1826,23.2508,23.1911,87.1587,67.2014,89.7611,95.5034,97.9266,99.3174,1.8,97.5,0,0,0,0
3006,1056765900,0,6407,"NAN",0.632575,0,0,0,0.0168149,"NAN",-62.4573,19.6246,23.157,998.955,0,0,-241.787,25.6826,54.6758,25.273,23.2082,23.2679,23.1485,87.1758,67.0136,89.8976,95.5119,97.9437,99.2662,1.87,98.5,0,0,0,0
3007,1056765960,0,6408,"NAN",0.50606,0,0,0,0.0168148,"NAN",-65.6997,-20.1365,23.0461,998.906,0,0,-241.787,25.6997,54.4454,25.3072,23.2082,23.2253,23.1741,87.2184,66.8515,89.9659,95.5205,97.9266,99.3003,1.935,100.5,0,0,0,0
3008,1056766020,0,6409,"NAN",0.50606,0,0,0,0.0252223,"NAN",-81.57,-18.2594,23.1485,998.923,0,0,-241.805,25.6741,54.9147,25.3242,23.2338,23.2253,23.2167,87.1843,67.1075,90.0341,95.5119,97.9181,99.2918,1.965,102,0,0,0,0
3009,1056766080,0,6410,"NAN",0.50606,0,0,0,0.0168149,"NAN",-73.8908,-11.6041,23.1485,999.013,0,0,-241.805,25.657,54.5051,25.3925,23.2423,23.2167,23.2167,87.1502,66.8089,90.1024,95.5119,97.901,99.3089,1.92,103,0,0,0,0
3010,1056766140,0,6411,"NAN",0.506061,0,0,0,0.0168149,"NAN",-79.1809,4.43686,23.2338,998.653,0,0,-241.805,25.6655,54.1894,25.3072,23.2253,23.2423,23.2167,87.0563,67.0819,90,95.5205,97.9266,99.3089,1.92,104,0,0,0,0
3011,1056766200,0,6412,"NAN",0.506062,0,0,0,0.0168149,"NAN",-84.471,-22.5256,23.1399,998.77,0,0,-241.787,25.6485,54.7184,25.3925,23.2167,23.2423,23.2082,86.9795,66.7662,90,95.4949,97.8754,99.2833,1.985,103,0,0,0,0
3012,1056766260,0,6413,"NAN",0.759092,0,0,0,0.0336298,"NAN",-60.7508,59.3857,23.1229,998.891,0,0,-241.787,25.6826,54.7952,25.256,23.2167,23.2167,23.2082,86.8601,67.1672,89.8805,95.5375,97.8925,99.2662,1.97,102,0,0,0,0
3013,1056766320,0,6414,"NAN",0.50606,0,0,0,0.0168149,"NAN",-56.4846,58.8737,23.1314,998.971,0,0,-241.787,25.7082,55.3157,25.256,23.1911,23.2423,23.1485,86.8089,67.3379,89.9659,95.5034,97.9181,99.2747,1.96,101,0,0,0,0
3014,1056766380,0,6415,"NAN",0.50606,0,0,0,0.0168148,"NAN",-43.0034,59.8976,23.0973,998.658,0,0,-241.796,25.6911,54.6502,25.256,23.1485,23.2423,23.1314,86.8259,67.1502,90.0341,95.4693,97.8669,99.2747,2.01,99,0,0,0,0
3015,1056766440,0,6416,"NAN",0.50606,0,0,0,0.0252223,"NAN",-43.8567,60.9215,23.0631,998.995,0,0,-241.787,25.7082,54.0614,25.1877,23.1314,23.2167,23.0973,86.8515,67.116,90.1365,95.4607,97.8498,99.3003,1.99,97.5,0,0,0,0
3016,1056766500,0,6417,"NAN",0.50606,0,0,0,0.0168149,"NAN",-43.0034,57.6792,23.0631,998.518,0,0,-241.796,25.6997,54.3515,25.1877,23.0802,23.2167,23.1058,86.9113,67.1416,90.3072,95.4095,97.8157,99.3174,1.96,97,0,0,0,0
3017,1056766560,0,6418,"NAN",0.506061,0,0,0,0.0252223,"NAN",-41.2969,55.9727,23.0034,998.98,0,0,-241.796,25.6741,54.2747,25.1877,23.1058,23.1997,23.1143,86.9454,67.1672,90.4437,95.4181,97.8242,99.2918,1.88,96.5,0,0,0,0
3018,1056766620,0,6419,"NAN",0.506062,0,0,0,0.0168149,"NAN",-45.7338,55.802,22.9693,998.763,0,0,-241.787,25.6826,53.8396,25.1194,23.1058,23.1911,23.0802,87.0307,67.2611,90.7167,95.4181,97.7304,99.2747,1.82,95.5,0,0,0,0
3019,1056766680,0,6420,"NAN",0.506061,0,0,0,0.0252224,"NAN",-44.5392,56.6553,22.9096,998.889,0,0,-241.796,25.657,53.6348,25.0512,23.0546,23.1911,23.0717,87.0478,67.3037,90.9215,95.3925,97.7389,99.2747,1.815,94.5,0,0,0,0
3020,1056766740,0,6421,"NAN",0.50606,0,0,0,0.0252223,"NAN",-39.5904,55.9727,22.9352,998.769,0,0,-241.787,25.6655,53.4215,25.0512,23.0802,23.1741,23.0802,87.2099,67.3976,91.0239,95.3669,97.6962,99.3003,1.775,94,0,0,0,0
3021,1056766800,0,6422,"NAN",0.50606,0,0,0,0.0252223,"NAN",-44.5392,56.9966,22.901,998.757,0,0,-241.787,25.6314,53.3106,25.0171,23.0546,23.2082,23.0887,87.2696,67.6706,91.1945,95.3584,97.7218,99.3003,1.71,94,0,0,0,0
3022,1056766860,0,6423,"NAN",0.50606,0,0,0,0.0252223,"NAN",-40.4437,62.116,22.8669,998.911,0,0,-241.796,25.6058,53.7628,24.9829,22.9693,23.1655,23.0717,87.2867,67.6194,91.3822,95.2816,97.645,99.3003,1.63,95,0,0,0,0
3023,1056766920,0,6424,"NAN",0.50606,0,0,0,0.0252223,"NAN",-42.8328,61.9454,22.8669,998.589,0,0,-241.796,25.5887,54.0273,24.9147,22.9522,23.157,23.0887,87.2781,68.0119,91.6041,95.256,97.6194,99.2662,1.615,97,0,0,0,0
3024,1056766980,0,6425,"NAN",0.506061,0,0,0,0.0336298,"NAN",-49.6587,77.1331,22.8669,999.002,0,0,-241.796,25.6058,53.8396,24.9147,22.9522,23.157,23.0546,87.227,67.6877,91.8089,95.2048,97.5853,99.2747,1.615,98.5,0,0,0,0
3025,1056767040,0,6426,"NAN",0.506062,0,0,0,0.0252224,"NAN",-53.5836,78.157,22.8669,998.993,0,0,-241.787,25.5802,54.4283,24.8805,22.9437,23.1655,23.029,87.2781,67.8584,92.0478,95.1877,97.5768,99.2918,1.61,98.5,0,0,0,0
3026,1056767100,0,6427,"NAN",0.632576,0,0,0,0.0252223,"NAN",-60.2389,89.4198,22.8413,998.785,0,0,-241.787,25.5717,54.6416,24.8464,22.9266,23.1911,22.9949,87.3379,68.3703,92.1502,95.1792,97.5853,99.2747,1.625,98,0,0,0,0
3027,1056767160,0,6428,"NAN",0.50606,0,0,0,0.0336297,"NAN",-61.0921,94.1979,22.8669,998.822,0,0,-241.787,25.5375,54.215,24.7782,22.8925,23.1826,22.9778,87.4147,68.3447,92.1843,95.1792,97.5171,99.2918,1.645,98,0,0,0,0
3028,1056767220,0,6429,"NAN",0.50606,0,0,0,0.0336297,"NAN",-64.8464,92.8328,22.8669,998.652,0,0,-241.787,25.5119,54.9403,24.744,22.8754,23.1229,22.9607,87.4573,68.814,92.4061,95.2133,97.4488,99.3003,1.655,98,0,0,0,0
3029,1056767280,0,6430,"NAN",0.50606,0,0,0,0.0336297,"NAN",-55.4607,86.0068,22.7986,999.056,0,0,-241.787,25.5375,55.0256,24.7099,22.8925,23.1399,22.9266,87.5341,68.9249,92.628,95.1962,97.4488,99.2662,1.68,97.5,0,0,0,0
3030,1056767340,0,6431,"NAN",0.50606,0,0,0,0.0336297,"NAN",-53.5836,85.8362,22.7986,998.605,0,0,-241.778,25.5375,55.256,24.7099,22.901,23.1485,22.9352,87.5512,69.0102,92.7816,95.2218,97.372,99.3003,1.74,96,0,0,0,0
3031,1056767400,0,6432,"NAN",0.506061,0,0,0,0.0336298,"NAN",-54.6075,83.1058,22.8669,998.848,0,0,-241.787,25.5205,55.8447,24.7099,22.8925,23.1229,22.9437,87.5,68.814,92.7645,95.273,97.3379,99.3003,1.745,93,0,0,0,0
3032,1056767460,0,6433,"NAN",0.506062,0,0,0,0.0168149,"NAN",-60.7509,-3.41297,22.8157,998.763,0,0,-241.787,25.4863,52.4573,24.7099,22.901,23.1229,22.9352,87.7304,66.8089,92.8157,95.2901,97.3379,99.2747,1.7,90,0,0,0,0
3033,1056767520,0,6434,"NAN",0.632576,0,0,0,0.0252223,"NAN",-47.099,25.256,22.8584,998.476,0,0,-241.787,25.4778,53.4471,24.7099,22.9181,23.0887,22.9437,87.7816,67.9095,92.901,95.3328,97.3293,99.3089,1.65,87.5,0,0,0,0
3034,1056767580,0,6435,"NAN",0.50606,0,0,0,0.0168149,"NAN",-60.2389,17.7474,22.7645,998.801,0,0,-241.796,25.4437,54.1212,24.7099,22.884,23.0802,22.9181,88.0119,68.2082,93.0034,95.3669,97.3208,99.2747,1.585,86,0,0,0,0
3035,1056767640,0,6436,"NAN",0.50606,0,0,0,0.0252223,"NAN",-64.1638,-13.4812,22.8754,998.84,0,0,-241.787,25.401,51.7833,24.6416,22.9181,23.0717,22.9352,88.1314,67.0307,93.1399,95.3925,97.3293,99.2747,1.62,86.5,0,0,0,0
3036,1056767700,0,6437,"NAN",0.50606,0,0,0,0.0252223,"NAN",-73.0375,-0.682594,23.029,998.658,0,0,-241.787,25.3925,51.4846,24.6416,22.9351,23.0631,22.9437,88.2508,67.0819,93.2423,95.3839,97.3805,99.2918,1.66,88,0,0,0,0
3037,1056767760,0,6438,"NAN",0.50606,0,0,0,0.0168149,"NAN",-63.1399,-12.628,22.8498,998.537,0,0,-241.787,25.3669,51.1604,24.6416,22.9096,23.0717,22.9693,88.3532,66.8515,93.2764,95.4522,97.3805,99.3003,1.655,89,0,0,0,0
3038,1056767820,0,6439,"NAN",0.506061,0,0,0,0.0252223,"NAN",-58.0205,-2.04778,22.8413,998.987,0,0,-241.787,25.3328,52.4232,24.6416,22.9266,23.0802,22.9437,88.43,68.0034,93.2764,95.4437,97.4488,99.3003,1.68,89,0,0,0,0
3039,1056767880,0,6440,"NAN",0.506062,0,0,0,0.0252224,"NAN",-64.8464,-9.55631,22.9778,998.761,0,0,-241.805,25.3072,51.6297,24.6416,22.9096,23.0802,22.9778,88.4983,67.0819,93.2082,95.4437,97.5085,99.2833,1.71,88,0,0,0,0
3040,1056767940,0,6441,"NAN",0.506061,0,0,0,0.0168149,"NAN",-73.3788,-14.3345,22.9266,998.556,0,0,-241.805,25.3413,51.3652,24.6416,22.8754,23.0375,22.9522,88.6263,67.1843,93.0717,95.4693,97.4744,99.2577,1.75,87,0,0,0,0
3041,1056768000,0,6442,"NAN",0.50606,0,0,0,0.0252223,"NAN",-72.6962,-14.8464,22.8157,998.759,0,0,-241.796,25.2901,51.9966,24.6416,22.884,23.0375,22.884,88.7201,67.1075,92.9522,95.4863,97.5,99.2577,1.75,86.5,0,0,0,0
3042,1056768060,0,6443,"NAN",0.759089,0,0,0,0.0336297,"NAN",-76.1092,34.6416,22.884,998.716,0,0,-241.796,25.2816,53.3703,24.6416,22.8669,23.0119,22.901,88.8908,68.3618,92.7816,95.4266,97.4317,99.2833,1.7,86,0,0,0,0
3043,1056768120,0,6444,"NAN",0.50606,0,0,0,0.0168149,"NAN",-73.7201,62.7986,22.9352,998.902,0,0,-241.796,25.2645,55.5546,24.6416,22.8754,23.0119,22.9096,88.959,69.2662,92.7816,95.4607,97.3976,99.2747,1.605,86,0,0,0,0
3044,1056768180,0,6445,"NAN",0.50606,0,0,0,0.0252223,"NAN",-72.0136,65.1877,22.8669,998.675,0,0,-241.787,25.2304,55.3754,24.6758,22.8584,23.0205,22.9352,88.9761,68.7969,92.7304,95.5034,97.3976,99.2918,1.56,86.5,0,0,0,0
3045,1056768240,0,6446,"NAN",0.506061,0,0,0,0.0252223,"NAN",-68.2594,70.4778,22.7986,998.448,0,0,-241.787,25.2389,55.1194,24.7099,22.8328,22.9949,22.9352,89.0614,69.087,92.5938,95.5034,97.3208,99.2918,1.5,85.5,0,0,0,0
3046,1056768300,0,6447,"NAN",0.506062,0,0,0,0.0168149,"NAN",-70.6485,70.6485,22.7986,998.975,0,0,-241.787,25.1877,55.4351,24.7099,22.7901,22.9863,22.9352,89.1809,69.0188,92.7986,95.4351,97.2867,99.2662,1.355,84,0,0,0,0
3047,1056768360,0,6448,"NAN",0.506061,0,0,0,0.0252223,"NAN",-69.9659,56.314,22.8413,998.491,0,0,-241.796,25.1877,55.2816,24.7099,22.8072,23.0119,22.901,89.3089,69.0188,92.8669,95.4607,97.3208,99.2833,1.36,84,0,0,0,0
3048,1056768420,0,6449,"NAN",0.50606,0,0,0,0.0168149,"NAN",-80.0341,59.3857,22.7986,998.865,0,0,-241.796,25.1621,55.256,24.7099,22.7986,23.0119,22.8925,89.4113,69.1894,92.9693,95.4693,97.2867,99.2747,1.43,82.5,0,0,0,0
3049,1056768480,0,6450,"NAN",0.50606,0,0,0,0.0168148,"NAN",-80.2048,58.7031,22.7986,998.736,0,0,-241.787,25.1194,54.4283,24.6416,22.8157,22.9863,22.9096,89.5222,68.9932,93.0375,95.4522,97.3208,99.2662,1.39,80.5,0,0,0,0
3050,1056768540,0,6451,"NAN",0.50606,0,0,0,0.0252223,"NAN",-68.2594,58.7031,22.8328,998.666,0,0,-241.787,25.1194,55.145,24.6416,22.8413,22.9778,22.884,89.8891,69.0614,93.1399,95.529,97.3293,99.2918,1.395,75.5,0,0,0,0
3051,1056768600,0,6452,"NAN",0.50606,0,0,0,0.0336297,"NAN",-70.3072,59.727,22.8328,998.671,0,0,-241.778,25.1109,55.2133,24.6075,22.8584,23.029,22.8754,89.9659,69.0529,93.1741,95.5205,97.4317,99.2833,1.47,72,0,0,0,0
3052,1056768660,0,6453,"NAN",0.506061,0,0,0,0.0336298,"NAN",-79.8635,75.4266,22.8669,998.512,0,0,-241.796,25.1109,54.5478,24.5734,22.8413,22.9522,22.8754,89.9403,69.3942,93.3106,95.5717,97.4573,99.2662,1.545,70.5,0,0,0,0
3053,1056768720,0,6454,"NAN",0.506062,0,0,0,0.0336299,"NAN",-72.3549,77.645,22.9352,998.993,0,0,-241.787,25.0939,54.343,24.5734,22.8754,22.9522,22.8669,90.2048,69.4113,93.3447,95.5461,97.4829,99.2918,1.325,74,0,0,0,0
3054,1056768780,0,6455,"NAN",0.632576,0,0,0,0.0252223,"NAN",-75.4266,78.157,22.901,998.826,0,0,-241.787,25.0512,54.3771,24.5051,22.8754,22.9863,22.8754,90.3584,69.4283,93.4812,95.5461,97.5256,99.2491,1.195,76.5,0,0,0,0
3055,1056768840,0,6456,"NAN",0.50606,0,0,0,0.0252223,"NAN",-77.4744,79.1809,22.8669,998.863,0,0,-241.787,25.0256,54.215,24.5051,22.8925,22.9693,22.8754,90.5034,69.5563,93.686,95.6143,97.5597,99.3003,1.5,70,0,0,0,0
3056,1056768900,0,6457,"NAN",0.632574,0,0,0,0.0336297,"NAN",-73.0375,78.6689,22.8669,998.816,0,0,-241.787,24.9488,54.0956,24.5392,22.8925,22.9607,22.8754,90.8532,69.3515,93.8908,95.6058,97.5597,99.2918,1.395,68.5,0,0,0,0
3057,1056768960,0,6458,"NAN",0.75909,0,0,0,0.0336297,"NAN",-72.6962,79.8635,22.8669,998.542,0,0,-241.796,24.8891,53.942,24.5392,22.8669,22.9351,22.8498,91.2969,69.8123,93.9932,95.6143,97.5512,99.2833,1.16,70,0,0,0,0
3058,1056769020,0,6459,"NAN",0.632576,0,0,0,0.0336297,"NAN",-77.4744,81.9113,22.8669,998.996,0,0,-241.787,24.7952,53.7457,24.5051,22.9352,22.9352,22.8669,91.459,69.6416,94.2833,95.674,97.5853,99.2577,1.22,72.5,0,0,0,0
3059,1056769080,0,6460,"NAN",0.759091,0,0,0,0.0168149,"NAN",-74.2321,77.645,22.9693,998.633,0,0,-241.787,24.8037,54.1382,24.5563,22.9522,22.9266,22.8498,91.5017,69.6758,94.7781,95.657,97.5768,99.2833,1.245,77.5,0,0,0,0
3060,1056769140,0,6461,"NAN",0.506062,0,0,0,0.0168149,"NAN",-74.744,73.2082,23.0034,998.828,0,0,-241.787,24.7867,54.3259,24.5563,22.9266,22.8925,22.8413,91.5017,69.3771,94.9147,95.657,97.5683,99.3089,1.365,74.5,0,0,0,0
3061,1056769200,0,6462,"NAN",0.632576,0,0,0,0.0252223,"NAN",-72.3549,64.3345,23.0034,998.906,0,0,-241.796,24.8208,54.0444,24.5563,22.9607,22.8584,22.8157,91.3822,69.1638,95.0512,95.7338,97.5683,99.2918,1.42,71.5,0,0,0,0
3062,1056769260,0,6463,"NAN",0.50606,0,0,0,0.0168149,"NAN",-69.2833,0.682594,23.1058,998.821,0,0,-241.787,24.8464,54.2065,24.5392,22.9949,22.8669,22.7986,91.3055,69.07,95.3925,95.7167,97.6109,99.2491,1.34,76,0,0,0,0
3063,1056769320,0,6464,"NAN",0.50606,0,0,0,0.0168148,"NAN",-84.9829,-11.9454,23.1229,998.727,0,0,-241.787,24.8464,54.6928,24.5392,23.0631,22.8669,22.7901,91.3566,69.6502,95.3754,95.7679,97.6109,99.2833,1.38,76,0,0,0,0
3064,1056769380,0,6465,"NAN",0.75909,0,0,0,0.0336297,"NAN",-65.8703,31.7406,23.1229,998.535,0,0,-241.805,24.8293,54.0273,24.5734,23.1229,22.8669,22.7901,91.2969,69.0956,95.4266,95.802,97.6536,99.2747,1.28,72,0,0,0,0
3065,1056769440,0,6466,"NAN",0.50606,0,0,0,0.0336297,"NAN",-82.2525,-5.80205,23.157,998.581,0,0,-241.787,24.8464,53.7201,24.5563,23.1399,22.8669,22.773,91.314,69.2833,95.2901,95.802,97.628,99.2577,1.265,70.5,0,0,0,0
3066,1056769500,0,6467,"NAN",0.506061,0,0,0,0.0252223,"NAN",-84.3003,-8.53242,23.1485,998.791,0,0,-241.787,24.8379,54.3686,24.5734,23.1911,22.8754,22.7986,91.3993,69.3771,95.1536,95.8703,97.6621,99.2833,1.42,71,0,0,0,0
3067,1056769560,0,6468,"NAN",0.506062,0,0,0,0.0252224,"NAN",-80.2048,-10.9215,23.1229,998.905,0,0,-241.787,24.8379,54.5819,24.5734,23.2594,22.8669,22.7901,91.6468,69.4454,95.2218,95.9044,97.6962,99.2747,1.355,71.5,0,0,0,0
3068,1056769620,0,6469,"NAN",0.632577,0,0,0,0.0252224,"NAN",-67.9181,20.6485,23.1997,998.952,0,0,-241.787,24.8549,54.2235,24.6416,23.2935,22.8584,22.7986,92.2696,69.3345,95.256,95.913,97.6877,99.2833,1.345,71.5,0,0,0,0
