"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Solo"
"LINE","SECONDS","NANOSECONDS","RECORD","flx_solo_Avg","flx_solo2_Avg","Uso_10cm_Avg","ECCs650_10cm_Avg","TempSCs650_10cm_Avg","PermCs650_10cm_Avg","PerAvgCs650_10cm_Avg","VoltRCs650_10cm_Avg","Uso_20cm_Avg","ECCs650_20cm_Avg","TempSCs650_20cm_Avg","PermCs650_20cm_Avg","PerAvgCs650_20cm_Avg","VoltRCs650_20cm_Avg","Uso_30cm_Avg","ECCs650_30cm_Avg","TempSCs650_30cm_Avg","PermCs650_30cm_Avg","PerAvgCs650_30cm_Avg","VoltRCs650_30cm_Avg","Uso_40cm_Avg","ECCs650_40cm_Avg","TempSCs650_40cm_Avg","PermCs650_40cm_Avg","PerAvgCs650_40cm_Avg","VoltRCs650_40cm_Avg","Uso_60cm_Avg","ECCs650_60cm_Avg","TempSCs650_60cm_Avg","PermCs650_60cm_Avg","PerAvgCs650_60cm_Avg","VoltRCs650_60cm_Avg","Uso_100cm_Avg","ECCs650_100cm_Avg","TempSCs650_100cm_Avg","PermCs650_100cm_Avg","PerAvgCs650_100cm_Avg","VoltRCs650_100cm_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
293,1056760800,0,632,"NAN",47.32,0.4006,0.03077,25.7879,25.0169,3.5796,1.0925,0.3852,0.01734,25.8371,23.4895,3.5152,1.05107,0.363,0.01418,25.7314,21.4745,3.4146,1.0417,0.3203,0.00599,25.7518,18.0616,3.219,1.01791,0.3312,0.00587,25.5975,18.8827,3.2597,1.01806,0.3768,0.01097,25.5235,22.7037,3.5005,1.03234
294,1056761400,0,633,"NAN",70.51,0.4006,0.03069,25.7829,25.0171,3.5796,1.09228,0.38519,0.01734,25.8257,23.4894,3.5152,1.05113,0.363,0.01416,25.7381,21.4746,3.4146,1.04164,0.3203,0.00593,25.7507,18.0621,3.219,1.01768,0.3312,0.00587,25.5897,18.8829,3.2597,1.01796,0.3768,0.01091,25.5218,22.7038,3.5005,1.03221
295,1056762000,0,634,"NAN",86.4,0.4006,0.03072,25.7806,25.0171,3.5796,1.09233,0.3852,0.01728,25.8274,23.4897,3.5152,1.0509,0.363,0.01413,25.7319,21.4747,3.4146,1.04157,0.3203,0.00594,25.7546,18.0619,3.219,1.0178,0.33118,0.0059,25.5936,18.8808,3.25959,1.01806,0.3768,0.01095,25.5221,22.7037,3.5005,1.03228
296,1056762600,0,635,"NAN",35.44,0.4006,0.03075,25.7644,25.017,3.5796,1.09247,0.38519,0.01736,25.8271,23.4894,3.5152,1.05115,0.363,0.01415,25.7342,21.4746,3.4146,1.04163,0.3203,0.00597,25.7574,18.0617,3.219,1.01788,0.3312,0.00582,25.5953,18.8831,3.2597,1.01785,0.3768,0.0109,25.5137,22.7038,3.5005,1.03218
297,1056763200,0,636,"NAN",76.01,0.4006,0.0308,25.7526,25.0168,3.5796,1.0926,0.3852,0.01739,25.8282,23.4894,3.5152,1.0512,0.36288,0.0141,25.7387,21.4623,3.41388,1.04148,0.3203,0.00596,25.7471,18.0618,3.219,1.01782,0.3312,0.00587,25.5863,18.8828,3.2597,1.018,0.3768,0.0109,25.5163,22.7038,3.5005,1.03219
298,1056763800,0,637,"NAN",109.9,0.4006,0.03076,25.7471,25.017,3.5796,1.09248,0.3852,0.01726,25.8218,23.4897,3.5152,1.05087,0.36282,0.01417,25.7328,21.4557,3.41352,1.04171,0.3203,0.00594,25.7568,18.0619,3.219,1.01774,0.3312,0.00592,25.6025,18.8827,3.2597,1.01811,0.3768,0.01093,25.5227,22.7038,3.5005,1.0322
299,1056764400,0,638,"NAN",96.7,0.4006,0.03083,25.7428,25.0168,3.5796,1.09265,0.3852,0.0173,25.8173,23.4896,3.5152,1.05096,0.3628,0.01422,25.7406,21.4534,3.4134,1.04183,0.3203,0.00587,25.7546,18.0623,3.219,1.01761,0.3312,0.00582,25.5917,18.8831,3.2597,1.01788,0.3768,0.011,25.5235,22.7036,3.5005,1.0324
300,1056765000,0,639,"NAN",67.51,0.4006,0.03083,25.7261,25.0168,3.5796,1.09269,0.38507,0.01731,25.8192,23.4808,3.51472,1.05102,0.3628,0.01414,25.7387,21.4538,3.4134,1.04159,0.3203,0.00588,25.7563,18.0622,3.219,1.01765,0.3312,0.00589,25.5998,18.8827,3.2597,1.01809,0.3768,0.01092,25.5188,22.7037,3.5005,1.03227
301,1056765600,0,640,"NAN",92.7,0.4006,0.03086,25.7228,25.0167,3.5796,1.09276,0.3849,0.01727,25.8156,23.4677,3.514,1.05091,0.3628,0.01413,25.7445,21.4538,3.4134,1.04155,0.3203,0.00595,25.754,18.0618,3.219,1.01782,0.3312,0.00589,25.5989,18.8828,3.2597,1.01804,0.3768,0.01099,25.5171,22.7036,3.5005,1.03245
302,1056766200,0,641,"NAN",56.27,0.4006,0.03085,25.7202,25.0167,3.5796,1.09274,0.3849,0.01729,25.812,23.4677,3.514,1.05093,0.36279,0.01413,25.7384,21.4537,3.4134,1.04161,0.3203,0.00597,25.7563,18.0618,3.219,1.01781,0.3312,0.00585,25.5855,18.8829,3.2597,1.01795,0.3768,0.01096,25.523,22.7037,3.5005,1.0323
303,1056766800,0,642,"NAN",88,0.4006,0.03093,25.7026,25.0165,3.5796,1.09297,0.3849,0.01722,25.8053,23.4679,3.514,1.05076,0.3628,0.01411,25.7356,21.4538,3.4134,1.04153,0.3203,0.0059,25.7552,18.0621,3.219,1.01766,0.3312,0.00587,25.5956,18.8828,3.2597,1.018,0.3768,0.01091,25.5241,22.7038,3.5005,1.03216
304,1056767400,0,643,"NAN","NAN",0.4006,0.03075,25.7082,25.017,3.5796,1.09246,0.3849,0.01728,25.8039,23.4677,3.514,1.0509,0.3628,0.01417,25.7328,21.4536,3.4134,1.04172,0.3203,0.00592,25.7582,18.0621,3.219,1.01766,0.3312,0.00589,25.595,18.8827,3.2597,1.01808,0.3768,0.01097,25.5185,22.7036,3.5005,1.0324
305,1056768000,0,644,"NAN",43.81,0.4006,0.03073,25.6839,25.0171,3.5796,1.09236,0.3849,0.0173,25.8047,23.4676,3.514,1.05099,0.3628,0.0141,25.7339,21.454,3.4134,1.04143,0.3203,0.00597,25.758,18.0617,3.219,1.01785,0.3312,0.00589,25.5931,18.8829,3.2597,1.01799,0.3768,0.01095,25.5249,22.7037,3.5005,1.03228
306,1056768600,0,645,"NAN",55.21,0.4006,0.03073,25.6769,25.0171,3.5796,1.09239,0.3849,0.01726,25.7946,23.4677,3.514,1.05085,0.36279,0.01416,25.7359,21.4537,3.4134,1.04163,0.3203,0.00591,25.7596,18.062,3.219,1.01772,0.3312,0.00594,25.5894,18.8826,3.2597,1.01815,0.3768,0.01087,25.5235,22.7039,3.5005,1.03205
307,1056769200,0,646,"NAN",101.8,0.4006,0.03084,25.6702,25.0168,3.5796,1.09269,0.3849,0.0173,25.8011,23.4676,3.514,1.05098,0.3628,0.0141,25.7448,21.4539,3.4134,1.04149,0.3203,0.00591,25.761,18.0621,3.219,1.0177,0.3312,0.00587,25.5975,18.8828,3.2597,1.01803,0.3768,0.01096,25.521,22.7037,3.5005,1.03233
308,1056769800,0,647,"NAN",60.18,0.4006,0.03072,25.6657,25.0171,3.5796,1.09235,0.3849,0.01732,25.8047,23.4676,3.514,1.05103,0.3628,0.01414,25.7359,21.4537,3.4134,1.04163,0.3203,0.00594,25.761,18.062,3.219,1.01776,0.3312,0.00589,25.6009,18.8829,3.2597,1.01799,0.3768,0.01099,25.5235,22.7036,3.5005,1.03245
309,1056770400,0,648,"NAN",83.1,0.4006,0.03075,25.6531,25.017,3.5796,1.09241,0.3849,0.01735,25.7921,23.4675,3.514,1.05111,0.3628,0.01414,25.7331,21.4538,3.4134,1.04155,0.3203,0.00589,25.761,18.0623,3.219,1.01762,0.3312,0.00589,25.5986,18.8827,3.2597,1.01804,0.3768,0.01095,25.5224,22.7037,3.5005,1.03231
310,1056771000,0,649,"NAN",82.9,0.4006,0.03079,25.6487,25.0169,3.5796,1.09255,0.3849,0.01726,25.7943,23.4678,3.514,1.05086,0.3628,0.01416,25.7431,21.4536,3.4134,1.04169,0.32026,0.00596,25.7619,18.0581,3.21878,1.01779,0.3312,0.00595,25.5984,18.8825,3.2597,1.01821,0.3768,0.01094,25.5207,22.7037,3.5005,1.03231
311,1056771600,0,650,"NAN",29.84,0.4006,0.03068,25.6453,25.0172,3.5796,1.09218,0.3849,0.01727,25.7826,23.4677,3.514,1.05089,0.36279,0.01419,25.7373,21.4535,3.4134,1.04174,0.32011,0.00593,25.7596,18.0449,3.21801,1.01774,0.3312,0.00592,25.5973,18.8826,3.2597,1.01814,0.3768,0.01097,25.526,22.7036,3.5005,1.03233
312,1056772200,0,651,"NAN",85.9,0.4006,0.03066,25.6224,25.0173,3.5796,1.09214,0.3849,0.01725,25.7781,23.4678,3.514,1.05083,0.3628,0.01407,25.735,21.4541,3.4134,1.04135,0.32009,0.00595,25.7585,18.0429,3.2179,1.01784,0.3312,0.0059,25.5953,18.8828,3.2597,1.01806,0.3768,0.01089,25.5291,22.7038,3.5005,1.03211
313,1056772800,0,652,"NAN",93.5,0.4006,0.03077,25.6176,25.0169,3.5796,1.0925,0.3849,0.01736,25.7888,23.4674,3.514,1.05117,0.3628,0.01413,25.735,21.4538,3.4134,1.04157,0.3201,0.00591,25.7641,18.0431,3.2179,1.01767,0.3312,0.00585,25.6006,18.8829,3.2597,1.01797,0.3768,0.01089,25.5291,22.7038,3.5005,1.03214
314,1056773400,0,653,"NAN",24.8,0.4006,0.03064,25.6121,25.0173,3.5796,1.09212,0.3849,0.01725,25.7739,23.4677,3.514,1.05087,0.3628,0.01413,25.7345,21.4538,3.4134,1.04155,0.32011,0.00595,25.7675,18.0448,3.21801,1.01779,0.3312,0.00593,25.5989,18.8826,3.2597,1.01817,0.3768,0.01092,25.5207,22.7038,3.5005,1.03221
315,1056774000,0,654,"NAN",84.7,0.4006,0.03072,25.6012,25.0171,3.5796,1.09233,0.3849,0.01731,25.7736,23.4676,3.514,1.05101,0.36279,0.0142,25.7403,21.4535,3.4134,1.0418,0.32014,0.00589,25.7633,18.047,3.21812,1.01765,0.33118,0.00594,25.6012,18.8806,3.25959,1.01819,0.3768,0.01089,25.5271,22.7039,3.5005,1.0321
316,1056774600,0,655,"NAN",93.4,0.4006,0.03078,25.6062,25.0169,3.5796,1.09257,0.3849,0.01734,25.7722,23.4675,3.514,1.05111,0.3628,0.0141,25.7381,21.4539,3.4134,1.04146,0.32008,0.00594,25.7636,18.0429,3.2179,1.01783,0.3312,0.00585,25.6076,18.8829,3.2597,1.01794,0.3768,0.0109,25.5243,22.7038,3.5005,1.03218
317,1056775200,0,656,"NAN",29.68,0.4006,0.03078,25.5947,25.0169,3.5796,1.09252,0.3849,0.01725,25.763,23.4678,3.514,1.0508,0.3628,0.01412,25.7378,21.4537,3.4134,1.04159,0.3201,0.00594,25.7669,18.043,3.2179,1.01776,0.3312,0.00594,25.5978,18.8825,3.2597,1.01819,0.3768,0.01091,25.5246,22.7038,3.5005,1.03216
318,1056775800,0,657,"NAN",68.53,0.4006,0.03074,25.5811,25.017,3.5796,1.09244,0.3849,0.01728,25.7568,23.4677,3.514,1.05093,0.3628,0.01421,25.7311,21.4535,3.4134,1.04176,0.32009,0.00597,25.7722,18.0429,3.2179,1.01782,0.3312,0.00591,25.6009,18.8826,3.2597,1.01814,0.37686,0.01093,25.5232,22.7101,3.50083,1.03224
319,1056776400,0,658,"NAN",90,0.4006,0.03072,25.5699,25.0171,3.5796,1.09233,0.3849,0.01724,25.7585,23.4678,3.514,1.05079,0.3628,0.01417,25.7339,21.4537,3.4134,1.04167,0.3201,0.00589,25.765,18.0432,3.2179,1.01762,0.3312,0.00587,25.6009,18.8828,3.2597,1.01801,0.37692,0.01086,25.5269,22.7167,3.50116,1.03205
320,1056777000,0,659,"NAN",42.31,0.4006,0.03072,25.5626,25.0171,3.5796,1.09235,0.3849,0.01725,25.7498,23.4678,3.514,1.05085,0.3628,0.01417,25.7353,21.4536,3.4134,1.04169,0.3201,0.00591,25.7748,18.0431,3.2179,1.01768,0.3312,0.00588,25.6026,18.8828,3.2597,1.01803,0.37696,0.01094,25.5316,22.7208,3.50138,1.03224
321,1056777600,0,660,"NAN",117.1,0.4006,0.0307,25.5579,25.0171,3.5796,1.09227,0.3849,0.01722,25.7521,23.4679,3.514,1.0507,0.3628,0.01415,25.7286,21.4537,3.4134,1.04163,0.3201,0.00591,25.7669,18.0432,3.2179,1.01765,0.3312,0.00587,25.6034,18.8828,3.2597,1.01803,0.377,0.01095,25.5263,22.725,3.5016,1.03229
322,1056778200,0,661,"NAN",82.5,0.4006,0.03065,25.5436,25.0172,3.5796,1.09217,0.3849,0.01726,25.7507,23.4677,3.514,1.05091,0.3628,0.01411,25.735,21.4539,3.4134,1.04146,0.3201,0.00588,25.7641,18.0433,3.2179,1.01756,0.3312,0.00589,25.6065,18.8827,3.2597,1.01808,0.377,0.01089,25.5255,22.7251,3.5016,1.03215
323,1056778800,0,662,"NAN",81.2,0.4006,0.03074,25.5439,25.017,3.5796,1.09242,0.3849,0.01721,25.7423,23.4679,3.514,1.05068,0.3628,0.01414,25.7322,21.4538,3.4134,1.04157,0.32008,0.00596,25.7666,18.0428,3.2179,1.01787,0.3312,0.00595,25.6017,18.8824,3.2597,1.01823,0.377,0.011,25.5224,22.7248,3.5016,1.03243
324,1056779400,0,663,"NAN",105.1,0.4006,0.03066,25.5327,25.0173,3.5796,1.09217,0.3849,0.01723,25.7428,23.4678,3.514,1.05076,0.3628,0.01418,25.735,21.4537,3.4134,1.04162,0.3201,0.0059,25.7678,18.0432,3.2179,1.01763,0.3312,0.00591,25.6062,18.8826,3.2597,1.01812,0.377,0.01095,25.5288,22.725,3.5016,1.03229
325,1056780000,0,664,"NAN",86.9,0.4006,0.03068,25.5227,25.0172,3.5796,1.09224,0.3849,0.01732,25.7359,23.4675,3.514,1.05106,0.3628,0.01414,25.7264,21.4538,3.4134,1.04158,0.32009,0.00595,25.7655,18.0429,3.2179,1.01778,0.3312,0.0059,25.6045,18.8826,3.2597,1.01812,0.377,0.01096,25.5285,22.725,3.5016,1.03231
326,1056780600,0,665,"NAN",91.3,0.40058,0.03069,25.5154,25.0149,3.57949,1.09226,0.3849,0.01728,25.7305,23.4677,3.514,1.0509,0.3628,0.01409,25.7233,21.4539,3.4134,1.04149,0.3201,0.00585,25.7633,18.0435,3.2179,1.01748,0.33118,0.00591,25.609,18.8806,3.25959,1.01814,0.377,0.01103,25.5241,22.7248,3.5016,1.03248
327,1056781200,0,666,"NAN",287.7,0.4004,0.03066,25.5056,24.9942,3.5785,1.09216,0.38488,0.01731,25.7272,23.4654,3.51389,1.05101,0.3628,0.01413,25.7261,21.4537,3.4134,1.04159,0.32009,0.00597,25.772,18.0429,3.2179,1.01783,0.3312,0.00589,25.6056,18.8828,3.2597,1.01802,0.377,0.01094,25.5224,22.725,3.5016,1.03232
328,1056781800,0,667,"NAN","NAN",0.4004,0.03068,25.5034,24.9941,3.5785,1.09222,0.38476,0.01722,25.7308,23.4525,3.51323,1.05073,0.3628,0.01413,25.7255,21.4538,3.4134,1.04158,0.32009,0.00594,25.7734,18.043,3.2179,1.01772,0.3312,0.00585,25.5961,18.883,3.2597,1.0179,0.377,0.01088,25.5252,22.7251,3.5016,1.03213
329,1056782400,0,668,"NAN","NAN",0.4004,0.03071,25.4878,24.9941,3.5785,1.09233,0.3847,0.01725,25.7121,23.4458,3.5129,1.05083,0.3628,0.01405,25.7244,21.4541,3.4134,1.04134,0.32007,0.00598,25.7669,18.0427,3.2179,1.01788,0.33118,0.0059,25.6011,18.8808,3.25959,1.01808,0.377,0.01096,25.5243,22.725,3.5016,1.03231
330,1056783000,0,669,"NAN","NAN",0.4004,0.03061,25.4766,24.9943,3.5785,1.09204,0.3847,0.01728,25.721,23.4457,3.5129,1.05091,0.3628,0.01409,25.7227,21.4539,3.4134,1.04147,0.32009,0.00594,25.7647,18.0431,3.2179,1.01769,0.3312,0.0059,25.611,18.8827,3.2597,1.01809,0.377,0.01085,25.5302,22.7252,3.5016,1.03202
331,1056783600,0,670,"NAN","NAN",0.4004,0.03061,25.4657,24.9943,3.5785,1.09205,0.3847,0.01723,25.7096,23.4459,3.5129,1.05081,0.3628,0.01418,25.7199,21.4537,3.4134,1.04166,0.32009,0.00596,25.765,18.043,3.2179,1.01776,0.33118,0.0059,25.6107,18.8807,3.25959,1.01811,0.377,0.01084,25.5288,22.7252,3.5016,1.03203
332,1056784200,0,671,"NAN","NAN",0.4004,0.0306,25.4669,24.9944,3.5785,1.092,0.3847,0.01724,25.7054,23.4459,3.5129,1.05079,0.36262,0.01408,25.7197,21.4414,3.41274,1.04145,0.3201,0.00593,25.7745,18.043,3.2179,1.01773,0.3312,0.00588,25.6157,18.8828,3.2597,1.01799,0.377,0.01099,25.5347,22.7248,3.5016,1.03245
333,1056784800,0,672,"NAN","NAN",0.4004,0.03055,25.4596,24.9945,3.5785,1.09181,0.3847,0.01719,25.7063,23.446,3.5129,1.05067,0.3625,0.01413,25.7236,21.4329,3.4123,1.04159,0.32009,0.00599,25.768,18.0427,3.2179,1.01792,0.33118,0.00587,25.6042,18.881,3.25959,1.01795,0.377,0.01088,25.528,22.7252,3.5016,1.03209
334,1056785400,0,673,"NAN","NAN",0.4004,0.03063,25.4501,24.9943,3.5785,1.09206,0.3847,0.0172,25.7009,23.446,3.5129,1.05067,0.3625,0.01417,25.7172,21.4328,3.4123,1.04164,0.32009,0.00596,25.7734,18.0429,3.2179,1.01782,0.3312,0.00591,25.609,18.8827,3.2597,1.01811,0.37694,0.01101,25.528,22.7184,3.50127,1.03242
335,1056786000,0,674,"NAN","NAN",0.4004,0.03065,25.4423,24.9942,3.5785,1.09211,0.3847,0.01719,25.6976,23.446,3.5129,1.05062,0.3625,0.01411,25.711,21.4331,3.4123,1.04147,0.3201,0.00595,25.7739,18.043,3.2179,1.01777,0.3312,0.00592,25.614,18.8826,3.2597,1.01815,0.3768,0.01088,25.531,22.7039,3.5005,1.03213
336,1056786600,0,675,"NAN","NAN",0.4004,0.03061,25.4412,24.9943,3.5785,1.09205,0.3847,0.01719,25.6962,23.446,3.5129,1.05066,0.3625,0.01411,25.7135,21.433,3.4123,1.04148,0.3201,0.00589,25.7655,18.0432,3.2179,1.01762,0.3312,0.00593,25.6101,18.8826,3.2597,1.01814,0.3768,0.01096,25.5213,22.7037,3.5005,1.03228
337,1056787200,0,676,"NAN","NAN",0.4004,0.03052,25.4311,24.9946,3.5785,1.09175,0.3847,0.0172,25.6847,23.446,3.5129,1.05065,0.3625,0.01416,25.7146,21.4328,3.4123,1.04166,0.32009,0.00594,25.775,18.043,3.2179,1.01775,0.3312,0.00586,25.6054,18.8829,3.2597,1.01797,0.3768,0.01094,25.5311,22.7037,3.5005,1.03224
338,1056787800,0,677,"NAN","NAN",0.4004,0.03059,25.4169,24.9944,3.5785,1.09199,0.3847,0.01716,25.6819,23.4461,3.5129,1.05055,0.3625,0.01408,25.711,21.4331,3.4123,1.04141,0.3201,0.0059,25.7683,18.0431,3.2179,1.01765,0.3312,0.00578,25.6082,18.8833,3.2597,1.01775,0.3768,0.01092,25.5302,22.7038,3.5005,1.03219
339,1056788400,0,678,"NAN","NAN",0.4004,0.03055,25.4236,24.9945,3.5785,1.0919,0.3847,0.0172,25.6786,23.446,3.5129,1.0507,0.3625,0.0141,25.7116,21.4331,3.4123,1.04146,0.3201,0.00592,25.7694,18.0431,3.2179,1.0177,0.3311,0.00586,25.6134,18.8733,3.25915,1.01791,0.3768,0.01088,25.5274,22.7039,3.5005,1.03213
340,1056789000,0,679,"NAN","NAN",0.4004,0.03062,25.4052,24.9943,3.5785,1.09202,0.3847,0.01713,25.6646,23.4462,3.5129,1.05047,0.3625,0.01412,25.7163,21.433,3.4123,1.04154,0.3201,0.00588,25.7652,18.0434,3.2179,1.01754,0.331,0.00588,25.6179,18.8633,3.2586,1.01805,0.3768,0.01099,25.5313,22.7036,3.5005,1.03239
341,1056789600,0,680,"NAN","NAN",0.4004,0.0306,25.3982,24.9943,3.5785,1.09205,0.3847,0.0172,25.6671,23.446,3.5129,1.05064,0.3625,0.01414,25.713,21.4329,3.4123,1.0416,0.3201,0.00585,25.7736,18.0435,3.2179,1.01747,0.331,0.00587,25.6087,18.8634,3.2586,1.01799,0.3768,0.01094,25.5308,22.7037,3.5005,1.0323
342,1056790200,0,681,"NAN","NAN",0.4004,0.03063,25.3915,24.9943,3.5785,1.09205,0.38466,0.01714,25.6652,23.4417,3.51268,1.05048,0.3625,0.01404,25.7102,21.4333,3.4123,1.0413,0.3201,0.00593,25.772,18.043,3.2179,1.01772,0.331,0.00589,25.6187,18.8632,3.2586,1.01805,0.3768,0.01091,25.526,22.7038,3.5005,1.03218
343,1056790800,0,682,"NAN","NAN",0.4004,0.03047,25.3887,24.9947,3.5785,1.0916,0.3845,0.01724,25.6646,23.4239,3.5118,1.05079,0.3625,0.01406,25.7049,21.4332,3.4123,1.04134,0.32008,0.00591,25.7706,18.0431,3.2179,1.01769,0.331,0.00593,25.6056,18.863,3.2586,1.01818,0.37662,0.01097,25.5266,22.6909,3.49978,1.03234
344,1056791400,0,683,"NAN","NAN",0.4004,0.03049,25.3884,24.9946,3.5785,1.0917,0.3845,0.01721,25.6588,23.424,3.5118,1.05072,0.3625,0.01405,25.6993,21.4333,3.4123,1.04131,0.3201,0.00586,25.7762,18.0433,3.2179,1.0176,0.331,0.00586,25.6109,18.8634,3.2586,1.018,0.3765,0.01097,25.5305,22.6824,3.4993,1.03233
345,1056792000,0,684,"NAN","NAN",0.4004,0.03055,25.3798,24.9945,3.5785,1.09188,0.3845,0.01722,25.6534,23.424,3.5118,1.05071,0.3625,0.01414,25.7018,21.4329,3.4123,1.04162,0.32006,0.00589,25.7714,18.0414,3.21779,1.01761,0.331,0.00585,25.6151,18.8635,3.2586,1.01793,0.3765,0.01093,25.5244,22.6825,3.4993,1.03219
346,1056792600,0,685,"NAN","NAN",0.4004,0.03054,25.382,24.9945,3.5785,1.09179,0.3845,0.01713,25.6504,23.4242,3.5118,1.05049,0.3625,0.0141,25.7037,21.4331,3.4123,1.04144,0.3198,0.00584,25.7756,18.0246,3.2168,1.01747,0.331,0.00585,25.6162,18.8635,3.2586,1.0179,0.3765,0.01085,25.5347,22.6826,3.4993,1.03205
347,1056793200,0,686,"NAN","NAN",0.4004,0.03057,25.3692,24.9944,3.5785,1.09192,0.3845,0.01719,25.6473,23.4241,3.5118,1.05063,0.36232,0.01414,25.7007,21.414,3.41131,1.04164,0.3198,0.00584,25.779,18.0245,3.2168,1.01749,0.33079,0.00589,25.6031,18.8497,3.25783,1.01804,0.3765,0.01086,25.5224,22.6826,3.4993,1.03211
348,1056793800,0,687,"NAN","NAN",0.4004,0.03058,25.3781,24.9944,3.5785,1.09197,0.3845,0.01712,25.6464,23.4243,3.5118,1.05044,0.3623,0.01404,25.6998,21.4124,3.4112,1.04128,0.31958,0.00584,25.7759,18.0075,3.21572,1.01748,0.3307,0.00591,25.609,18.8437,3.2575,1.01813,0.37632,0.01093,25.5299,22.6633,3.49831,1.03223
349,1056794400,0,688,"NAN","NAN",0.4004,0.03059,25.3739,24.9943,3.5785,1.09202,0.3845,0.01712,25.6406,23.4243,3.5118,1.05043,0.3623,0.01407,25.697,21.4123,3.4112,1.04139,0.31955,0.00586,25.7599,18.0054,3.2156,1.01757,0.3307,0.00583,25.6115,18.8441,3.2575,1.01789,0.3763,0.01098,25.5263,22.6611,3.4982,1.03242
350,1056795000,0,689,"NAN","NAN",0.4004,0.03054,25.3658,24.9945,3.5785,1.09182,0.38444,0.01714,25.6383,23.4198,3.51158,1.05048,0.3623,0.01419,25.6942,21.4118,3.4112,1.04175,0.31954,0.00593,25.7613,18.0051,3.2156,1.01771,0.3305,0.0058,25.6137,18.8247,3.2563,1.01783,0.3763,0.01091,25.5338,22.6612,3.4982,1.03222
351,1056795600,0,690,"NAN","NAN",0.4004,0.03047,25.3787,24.9947,3.5785,1.0916,0.3842,0.01717,25.6316,23.4022,3.5107,1.05059,0.3623,0.01414,25.6909,21.4121,3.4112,1.04157,0.31956,0.00588,25.768,18.0054,3.2156,1.01753,0.3305,0.0058,25.6028,18.8247,3.2563,1.01784,0.3763,0.01092,25.5274,22.6612,3.4982,1.03221
352,1056796200,0,691,"NAN","NAN",0.4004,0.03058,25.3745,24.9944,3.5785,1.09192,0.3842,0.01713,25.6204,23.4023,3.5107,1.05047,0.3623,0.01408,25.6928,21.4123,3.4112,1.04138,0.31944,0.0059,25.7745,17.9976,3.21516,1.01771,0.3305,0.00583,25.6132,18.8246,3.2563,1.01789,0.37614,0.01083,25.5305,22.6445,3.49732,1.03192
353,1056796800,0,692,"NAN","NAN",0.4004,0.03061,25.365,24.9944,3.5785,1.09199,0.3842,0.01718,25.6296,23.4021,3.5107,1.05062,0.3623,0.01405,25.6911,21.4124,3.4112,1.0413,0.3193,0.00583,25.77,17.9867,3.2145,1.01743,0.33049,0.00586,25.6185,18.8244,3.2563,1.01801,0.3761,0.01089,25.5344,22.6401,3.4971,1.03215
354,1056797400,0,693,"NAN","NAN",0.4004,0.03048,25.3815,24.9947,3.5785,1.09157,0.3842,0.01709,25.6179,23.4024,3.5107,1.05038,0.36219,0.01404,25.6847,21.4041,3.41076,1.04129,0.3193,0.0059,25.7692,17.9863,3.2145,1.01765,0.3302,0.00583,25.6165,18.805,3.2552,1.01794,0.3761,0.01089,25.528,22.6401,3.4971,1.03212
355,1056798000,0,694,"NAN","NAN",0.4004,0.03045,25.379,24.9948,3.5785,1.0915,0.3842,0.01712,25.6132,23.4023,3.5107,1.05045,0.36202,0.01406,25.6853,21.3914,3.4101,1.04136,0.3193,0.00592,25.7638,17.9862,3.2145,1.01772,0.3302,0.00583,25.616,18.8051,3.2552,1.01794,0.37604,0.0109,25.5363,22.6358,3.49688,1.0322
356,1056798600,0,695,"NAN","NAN",0.4004,0.03052,25.3918,24.9946,3.5785,1.09175,0.38417,0.01712,25.6095,23.3979,3.51046,1.05045,0.36203,0.01401,25.6869,21.3916,3.4101,1.04127,0.31903,0.00587,25.7613,17.9694,3.21351,1.01756,0.3302,0.00582,25.6076,18.8051,3.2552,1.0179,0.37581,0.01088,25.528,22.6189,3.496,1.03202
357,1056799200,0,696,"NAN","NAN",0.4004,0.03061,25.3912,24.9943,3.5785,1.09201,0.384,0.01713,25.6095,23.3804,3.5095,1.05043,0.36202,0.0141,25.6791,21.3913,3.4101,1.04149,0.31901,0.00587,25.7647,17.9675,3.2134,1.01756,0.32999,0.0058,25.6252,18.7859,3.2541,1.0178,0.3758,0.01092,25.5296,22.6187,3.496,1.03224
358,1056799800,0,697,"NAN","NAN",0.4004,0.03046,25.4015,24.9948,3.5785,1.09158,0.384,0.01715,25.6095,23.3803,3.5095,1.0505,0.3619,0.01402,25.6825,21.3813,3.4095,1.04121,0.319,0.00592,25.7666,17.9673,3.2134,1.0177,0.32997,0.00583,25.6062,18.7857,3.2541,1.01789,0.3758,0.01098,25.526,22.6186,3.496,1.03242
