"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Solo"
"LINE","SECONDS","NANOSECONDS","RECORD","flx_solo_Avg","flx_solo2_Avg","Uso_10cm_Avg","ECCs650_10cm_Avg","TempSCs650_10cm_Avg","PermCs650_10cm_Avg","PerAvgCs650_10cm_Avg","VoltRCs650_10cm_Avg","Uso_20cm_Avg","ECCs650_20cm_Avg","TempSCs650_20cm_Avg","PermCs650_20cm_Avg","PerAvgCs650_20cm_Avg","VoltRCs650_20cm_Avg","Uso_30cm_Avg","ECCs650_30cm_Avg","TempSCs650_30cm_Avg","PermCs650_30cm_Avg","PerAvgCs650_30cm_Avg","VoltRCs650_30cm_Avg","Uso_40cm_Avg","ECCs650_40cm_Avg","TempSCs650_40cm_Avg","PermCs650_40cm_Avg","PerAvgCs650_40cm_Avg","VoltRCs650_40cm_Avg","Uso_60cm_Avg","ECCs650_60cm_Avg","TempSCs650_60cm_Avg","PermCs650_60cm_Avg","PerAvgCs650_60cm_Avg","VoltRCs650_60cm_Avg","Uso_100cm_Avg","ECCs650_100cm_Avg","TempSCs650_100cm_Avg","PermCs650_100cm_Avg","PerAvgCs650_100cm_Avg","VoltRCs650_100cm_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
493,1056888600,0,132,5.137,"NAN",0.3986,0.03039,25.3723,24.811,3.5694,1.09135,0.3808,0.01683,25.5835,23.0755,3.4937,1.04958,0.35749,0.01369,25.6652,20.9987,3.3886,1.04031,0.31452,0.00571,25.7672,17.637,3.19348,1.01705,0.32445,0.00565,25.6453,18.3711,3.22975,1.01731,0.3726,0.01065,25.5517,22.3232,3.4801,1.03146
494,1056889200,0,133,5.41,"NAN",0.3986,0.03021,25.3759,24.8115,3.5694,1.09083,0.38053,0.01678,25.583,23.0539,3.4926,1.04938,0.35741,0.01378,25.6624,20.9943,3.38838,1.04054,0.31464,0.00565,25.7616,17.6447,3.19396,1.01695,0.32431,0.00572,25.6386,18.3612,3.2292,1.01748,0.3726,0.01064,25.5537,22.3233,3.4801,1.03143
495,1056889800,0,134,6.029,"NAN",0.3986,0.03027,25.3893,24.8114,3.5694,1.09098,0.3805,0.01682,25.5872,23.0537,3.4926,1.0496,0.3572,0.01373,25.6615,20.9779,3.3875,1.04041,0.3144,0.00568,25.7616,17.6297,3.193,1.01696,0.32431,0.00565,25.6336,18.3596,3.22909,1.01729,0.3724,0.01068,25.552,22.3021,3.479,1.03154
496,1056890400,0,135,5.811,"NAN",0.39842,0.0302,25.3943,24.791,3.56841,1.09074,0.38051,0.01679,25.5835,23.0538,3.4926,1.0495,0.3572,0.01379,25.6562,20.9777,3.3875,1.04056,0.3144,0.00568,25.7706,17.6296,3.193,1.01699,0.3241,0.00568,25.6392,18.3421,3.2281,1.01741,0.3724,0.01063,25.5523,22.3023,3.479,1.03135
497,1056891000,0,136,5.465,"NAN",0.3984,0.03024,25.4027,24.7885,3.5683,1.09091,0.38053,0.01673,25.578,23.054,3.4926,1.04932,0.35718,0.01373,25.6615,20.9759,3.38738,1.04034,0.3143,0.00567,25.7568,17.6222,3.19256,1.01693,0.3241,0.00562,25.6378,18.3424,3.2281,1.01726,0.3724,0.01071,25.5411,22.302,3.479,1.0316
498,1056891600,0,137,4.796,80.4,0.3984,0.03022,25.4082,24.7886,3.5683,1.09078,0.38053,0.01673,25.5788,23.054,3.4926,1.04928,0.357,0.01368,25.664,20.9575,3.3863,1.04025,0.31413,0.00567,25.7585,17.6109,3.1919,1.01698,0.32395,0.00568,25.6428,18.3325,3.22755,1.01741,0.3721,0.01061,25.5534,22.2813,3.4779,1.03129
499,1056892200,0,138,4.094,-18,0.3984,0.03033,25.4155,24.7883,3.5683,1.09115,0.38051,0.01676,25.5813,23.0539,3.4926,1.04938,0.357,0.01374,25.6546,20.9573,3.3863,1.04042,0.31411,0.00576,25.7706,17.6103,3.1919,1.01726,0.32395,0.00563,25.6434,18.3329,3.22755,1.01721,0.3721,0.01067,25.5551,22.2811,3.4779,1.03146
500,1056892800,0,139,3.799,"NAN",0.3984,0.03024,25.4333,24.7885,3.5683,1.09092,0.38032,0.01678,25.5774,23.0343,3.49152,1.04944,0.357,0.01362,25.6543,20.9578,3.3863,1.04006,0.31411,0.00572,25.7518,17.6106,3.1919,1.01714,0.3241,0.00565,25.6431,18.3423,3.2281,1.01731,0.3721,0.0107,25.5526,22.281,3.4779,1.03158
501,1056893400,0,140,3.71,"NAN",0.3984,0.03022,25.4429,24.7885,3.5683,1.09086,0.3803,0.01673,25.5763,23.0323,3.4914,1.0493,0.35688,0.01366,25.6537,20.9493,3.38586,1.04021,0.31393,0.00572,25.7594,17.5938,3.19091,1.0171,0.32383,0.00567,25.6414,18.3249,3.22711,1.01738,0.37204,0.01063,25.5542,22.2749,3.47754,1.03137
502,1056894000,0,141,3.944,"NAN",0.3984,0.03038,25.4445,24.7881,3.5683,1.09129,0.3803,0.01679,25.5777,23.032,3.4914,1.0495,0.3567,0.01372,25.6518,20.9368,3.3852,1.04032,0.3139,0.00565,25.7549,17.5923,3.1908,1.01692,0.3238,0.00561,25.6381,18.3233,3.227,1.0172,0.3719,0.01055,25.5545,22.2604,3.4767,1.03111
503,1056894600,0,142,4.24,"NAN",0.3984,0.03029,25.4473,24.7884,3.5683,1.09105,0.3803,0.01673,25.5791,23.0322,3.4914,1.04936,0.3567,0.01361,25.6526,20.9373,3.3852,1.04003,0.3139,0.00569,25.7585,17.5921,3.1908,1.01703,0.32372,0.0056,25.6375,18.3157,3.22652,1.01715,0.3719,0.01063,25.5481,22.2601,3.4767,1.03134
504,1056895200,0,143,4.223,"NAN",0.3984,0.0302,25.4657,24.7886,3.5683,1.0908,0.38028,0.01674,25.5841,23.03,3.49129,1.04936,0.35668,0.01368,25.6495,20.935,3.38509,1.04014,0.31372,0.00565,25.7538,17.581,3.19014,1.01694,0.3236,0.00558,25.6428,18.3042,3.2258,1.01717,0.3719,0.01061,25.5554,22.2603,3.4767,1.03125
505,1056895800,0,144,4.329,"NAN",0.3984,0.03022,25.4811,24.7886,3.5683,1.09084,0.3801,0.01676,25.576,23.0104,3.4903,1.04944,0.3565,0.0137,25.6442,20.9163,3.3841,1.04028,0.3136,0.00564,25.7577,17.5737,3.1897,1.01689,0.32351,0.00564,25.6422,18.2982,3.22547,1.01729,0.37172,0.01059,25.5568,22.2413,3.47571,1.03122
506,1056896400,0,145,4.831,"NAN",0.3981,0.03027,25.4861,24.7655,3.5672,1.09095,0.3801,0.01672,25.5836,23.0105,3.4903,1.04931,0.3565,0.01364,25.6462,20.9166,3.3841,1.04007,0.3136,0.00567,25.7535,17.5734,3.1897,1.017,0.3233,0.00562,25.6375,18.2849,3.2247,1.01721,0.3717,0.01053,25.5542,22.2394,3.4756,1.03106
507,1056897000,0,146,5.21,"NAN",0.3981,0.03034,25.4903,24.7653,3.5672,1.09122,0.3801,0.01676,25.5788,23.0105,3.4903,1.04934,0.35644,0.01371,25.6408,20.9122,3.38386,1.04025,0.31348,0.00567,25.7599,17.5623,3.18898,1.01698,0.32324,0.00559,25.6344,18.2793,3.22437,1.01714,0.37184,0.01061,25.5562,22.2539,3.47637,1.03128
508,1056897600,0,147,5.204,"NAN",0.3981,0.03023,25.5082,24.7656,3.5672,1.09088,0.3801,0.01669,25.5738,23.0106,3.4903,1.04923,0.3562,0.01376,25.6428,20.8954,3.3829,1.04048,0.3134,0.00559,25.7571,17.5552,3.1885,1.01674,0.3231,0.00565,25.6408,18.2657,3.2236,1.01724,0.37174,0.01067,25.5593,22.2432,3.47582,1.03141
509,1056898200,0,148,5.07,"NAN",0.3981,0.03024,25.5082,24.7656,3.5672,1.09093,0.38007,0.01678,25.5783,23.0082,3.49019,1.04944,0.3562,0.01373,25.6361,20.8956,3.3829,1.04033,0.3134,0.0057,25.7468,17.5547,3.1885,1.01703,0.3231,0.00559,25.635,18.2659,3.2236,1.01709,0.3717,0.01057,25.5598,22.2393,3.4756,1.03115
