"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","meteo"
"LINE","SECONDS","NANOSECONDS","RECORD","SWIN_1_1_1","SWOUT_1_1_1","LWIN_1_1_1","LWOUT_1_1_1","PPFD_1_1_1","PPFD_2_1_1","RN_1_1_1","RG_1_1_1","SWDIF_1_1_1","TC_1_1_1","PA_1_1_1","P_RAIN_8_19_1_1_1","VIN_1_1_1","T_CRN4_1_1_1","TA_1_1_1","TA_1_2_1","TA_1_3_1","TA_2_1_1_4_1","TA_2_1_1_5_1","TA_1_6_1","RH_1_1_1","RH_1_2_1","RH_1_3_1","RH_1_4_1","RH_1_5_1","RH_1_6_1","WS_1_1_1","WD_1_1_1","WS_1_2_1","WS_1_3_1","WS_1_4_1","WD_1_4_1","H2O_1_2_1","H2O_99_99_1_3_1","H2O_1_4_1","H2O_1_5_1","H2O_1_6_1","H2O_1_7_1","CO2_1_2_1","CO2_1_3_1","CO2_1_4_1","CO2_1_5_1","CO2_1_6_1","CO2_1_7_1"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","m/s","Deg","m/s","m/s","m/s","Deg","","","","","","","","","","","",""
"","","","","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Tot:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","Avg:","WVc:","WVc:","Avg:","Avg:","WVc:","WVc:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:","Smp:"
146,1056852000,0,23,-2.94359,0.935825,-60.7618,-5.20114,0,0,-59.4401,1.35097,1.66951,23.8384,999.697,0,0,26.1727,26.6055,28.2688,26.4471,25.1004,23.6479,23.4255,75.9016,63.4437,77.1598,79.719,91.1999,99.2184,2.68483,130.266,0,0,0,0,-2.32737,-2.317,-2.60478,-2.48901,-2.59003,-2.57147,374.799,372.526,437.174,385.495,429.898,417.863
147,1056853800,0,24,-3.11923,0.788325,-60.9126,-5.65622,0.0142207,0,-59.164,1.56997,1.68658,23.3038,999.397,0,0,25.8032,26.2355,26.5498,25.8572,24.3692,23.4855,23.2847,78.211,61.8094,80.6422,83.6507,90.4852,99.1357,2.50017,128.182,0,0,0,0,-2.31809,-2.47154,-2.71618,-2.69816,-2.66539,-2.82812,379.14,374.962,414.908,387.113,401.877,405.167
148,1056855600,0,25,-3.02302,0.906461,-58.5784,-5.19048,0,0,-57.3174,1.88282,1.86007,22.806,999.342,0,0,25.1818,25.5921,26.74,25.1894,23.4232,23.2654,23.1115,81.4898,62.3612,83.9994,89.37,91.7087,99.2144,1.8315,116.805,0,0,0,0,-2.51577,-2.77078,-2.9701,-2.93024,-3.16177,-3.08915,392.02,378.15,414.389,394.287,423.058,420.655
149,1056857400,0,26,-2.75543,1.14258,-56.9604,-4.70516,0.0142207,0,-56.1532,1.31684,1.68942,22.5677,999.374,0,0,24.77,25.1911,26.8117,25.0131,22.946,23.0227,22.8663,83.3177,62.5262,84.6649,91.7907,92.8541,99.2207,2.0235,104.183,0,0,0,0,-2.82266,-3.14648,-3.34635,-3.28355,-3.52655,-3.44846,390.184,379.113,419.945,403.072,439.577,437.979
150,1056859200,0,27,-2.51412,1.08355,-57.3826,-4.64019,0.0142207,0,-56.3401,1.11206,1.68942,22.6055,999.324,0,0,24.7168,25.1246,26.8925,24.9169,22.8165,22.8043,22.6775,83.5691,62.5071,84.6792,92.4101,93.6524,99.2332,2.14933,112.489,0,0,0,0,-3.06512,-3.29993,-3.45939,-3.42881,-3.52328,-3.43809,384.177,379.017,428.628,395.509,422.655,418.949
151,1056861000,0,28,-2.66768,1.18474,-59.1001,-4.76632,0.0142209,0,-58.1862,1.10353,1.62686,22.5379,999.403,0,0,24.8059,25.2673,26.5364,24.9778,23.1322,22.7568,22.6536,82.7156,62.3908,84.281,90.4833,94.1713,99.2248,2.51017,125.723,0,0,0,0,-3.32669,-3.42553,-3.44683,-3.55276,-3.57515,-3.57461,383.857,377.16,407.324,389.304,410.942,407.29
152,1056862800,0,29,-2.93533,0.982367,-58.4976,-4.67841,0,0,-57.7368,1.46474,1.66099,22.2646,999.711,0,0,24.4731,24.9528,27.8268,24.8566,23.279,22.7605,22.6149,84.3303,63.2329,84.6929,89.9782,93.9,99.2313,2.645,141.715,0,0,0,0,-3.32232,-3.52824,-3.69864,-3.66747,-3.72916,-3.72206,380.498,379.434,449.034,431.107,462.868,444.799
153,1056864600,0,30,-2.47024,1.33653,-58.8747,-4.36499,0.0284416,0,-58.3165,1.16041,1.63254,22.2728,999.815,0,0,24.4298,24.9914,28.3598,24.8841,23.2406,22.5841,22.4752,83.8425,64.1004,84.3985,90.0487,94.7506,99.2322,3.24883,148.513,0,0,0,0,-3.22185,-3.46922,-3.64833,-3.58395,-3.70027,-3.72107,384.328,379.625,419.816,404.78,424.227,435.362
154,1056866400,0,31,-2.25963,1.11307,-59.51,-4.70517,1.36519,0.341297,-58.1776,2.13027,1.97953,22.229,999.942,0,0,24.4094,24.8433,27.7378,24.8393,23.4138,22.3891,22.2938,85.0188,63.1325,85.0147,89.0866,95.328,99.2393,3.46217,155.325,0,0,0,0,-3.19029,-3.45295,-3.74297,-3.59547,-3.81885,-3.87568,386.051,378.364,465.038,424.85,486.731,492.965
155,1056868200,0,32,17.7348,5.1648,-59.5059,-4.12037,42.1649,5.43237,-42.8155,14.9547,9.6048,22.2074,1000.12,0,0,24.0902,24.4572,26.8935,24.5485,23.1807,22.2279,22.1053,87.6438,62.652,86.786,90.4504,95.4542,99.2429,2.96283,147.086,0,0,0,0,-3.21481,-3.50806,-3.79381,-3.59661,-3.89961,-3.93797,389.784,384.364,487.963,408.578,499.718,504.148
156,1056870000,0,33,96.8834,16.4009,-63.3877,-4.86188,200.2,19.5678,21.9567,77.9667,23.8482,23.3369,1000.46,0,0,24.6921,24.6502,27.0362,24.997,23.2179,22.3081,22.1664,88.5209,62.7879,86.1922,91.8295,95.8941,99.2479,2.10617,132.368,0,0,0,0,-3.37928,-3.30617,-3.50486,-3.27269,-3.31197,-3.08042,391.615,386.88,441.624,409.135,479.544,477.066
157,1056871800,0,34,207.36,26.5555,-68.6417,-5.36984,412.401,26.2223,117.533,189.985,36.913,24.7977,1000.69,0,0,25.7829,25.0133,25.9838,25.6356,24.1166,22.8032,22.5191,88.5204,61.2288,85.0791,89.9661,95.9465,99.2658,2.01167,134.169,0,0,0,0,-2.33502,-2.40437,-2.3656,-2.09474,-2.24109,-2.0072,394.935,391.666,439.331,403.713,468.997,469.924
158,1056873600,0,35,319.682,37.5002,-73.9867,-6.22146,636.352,28.2628,214.416,314.009,48.6978,26.2808,1001.13,0,0,27.2395,25.9335,23.4753,26.6024,25.4061,23.888,23.0913,85.5192,58.7905,82.6358,85.994,94.4931,99.2605,1.79483,119.814,0,0,0,0,-1.38512,-1.17974,-1.12675,-1.07651,-0.970596,-0.766976,399.025,397.836,401.675,402.908,472.618,499.079
159,1056875400,0,36,431.031,48.1577,-76.6211,-6.46944,853.606,33.5614,312.721,433.31,63.4157,27.4837,1001.62,0,0,28.4732,26.8589,21.42,27.4822,26.5791,25.3376,24.3909,81.8074,55.9822,79.6697,81.6183,89.7024,99.1956,2.2905,116.186,0,0,0,0,0.185057,-0.00109183,0.00436712,0.195428,0.413238,0.334616,400.751,398.089,407.608,397.598,424.613,490.719
160,1056877200,0,37,542.236,56.4764,-82.0787,-8.70774,1055.66,39.0286,412.389,550.43,72.7668,28.9059,1001.76,0,0,30.3039,28.1591,21.4387,28.6897,27.8987,26.7216,25.5633,75.1122,55.6691,73.0087,74.49,80.999,95.6707,2.40767,138.378,0,0,0,0,1.29526,0.968787,1.2896,1.51333,1.51219,1.44122,386.029,385.008,383.309,386.124,392.827,473.727
161,1056879000,0,38,644.792,63.6516,-84.6789,-10.0224,1236.29,43.0885,506.484,665.362,103.182,29.7689,1001.82,0,0,31.4258,28.9419,20.6869,29.318,29.0192,27.9613,26.5624,71.2947,54.1994,69.7483,69.281,74.5318,90.0638,3.22883,140.463,0,0,0,0,1.96672,2.05621,1.95253,2.10096,2.26358,2.13097,383.82,386.003,381.637,385.955,391.33,437.817
162,1056880800,0,39,734.579,71.273,-83.0788,-8.7201,1393.03,46.4132,588.948,750.87,104.857,30.33,1001.89,0,0,31.7061,29.4057,19.1957,29.8301,29.9381,28.646,27.3619,68.0847,53.2501,66.4962,64.7823,70.2843,84.2065,3.47167,139.358,0,0,0,0,2.80873,1.64911,1.64147,1.79154,2.03274,1.80137,384.031,384.707,381.624,383.506,387.572,435.853
163,1056882600,0,40,805.706,75.9739,-85.1127,-10.0042,1522.44,49.028,654.623,800.358,104.954,31.4529,1001.82,0,0,32.9672,30.3852,20.5835,30.7748,31.2017,29.4461,28.1438,63.6974,53.7878,62.3664,60.0577,66.7326,80.1527,3.49633,130.484,0,0,0,0,2.69523,1.95362,2.11951,2.31378,2.25321,2.17026,377.817,377.954,375.593,375.532,381.494,431.787
164,1056884400,0,41,870.43,83.2914,-83.4407,-8.39542,1633.68,51.8418,712.093,847.206,112.75,32.0592,1001.59,0,0,33.1642,30.853,19.9293,31.2136,31.5766,30.0955,28.6318,60.1058,54.2068,58.8018,57.097,63.9893,79.0931,3.88167,119.627,0,0,0,0,2.50368,2.44038,2.5839,2.66303,2.239,2.27221,369.55,369.945,367.817,369.407,394.644,430.663
165,1056886200,0,42,748.468,70.4098,-81.7113,-9.75963,1432.61,47.1091,606.107,761.039,145.611,32.0618,1001.42,0,0,33.5629,31.1909,23.1405,31.4633,31.5499,30.554,29.2992,57.2691,56.2467,55.9924,54.8953,59.3021,70.9044,3.89367,142.69,0,0,0,0,3.04058,2.54076,2.80702,2.89651,2.78246,2.6428,367.829,368.458,366.629,368.416,374.514,422.986
166,1056888000,0,43,905.692,88.1813,-78.5806,-8.51009,1690.11,58.5493,747.44,894.227,163.512,33.0218,1001.16,0,0,34.0215,31.6106,24.361,31.9098,32.1259,30.831,29.3994,55.0838,58.9614,53.9489,52.8518,57.5014,69.7118,3.63533,133.621,0,0,0,0,2.93968,2.41746,2.38199,2.25593,2.3427,2.02347,367.592,367.449,365.027,367.04,373.888,420.955
167,1056889800,0,44,816.372,75.9068,-74.9744,-11.4372,1503.51,54.2718,676.929,816.104,240.098,33.2753,1000.94,0,0,35.098,32.1078,27.5324,32.3732,32.7859,31.2193,29.8201,54.2783,60.7921,53.21,51.2898,57.8354,72.4238,2.81383,151.373,0,0,0,0,2.50477,2.62974,2.62101,2.56753,2.44911,2.0693,366.173,366.664,369.018,367.394,389.236,412.954
168,1056891600,0,45,342.322,31.2134,-60.4262,-10.1877,652.512,26.603,260.87,345.063,215.768,30.5974,1000.5,0,0,33.0837,31.3506,26.3694,31.4631,31.1619,30.2663,29.0677,55.5588,59.5606,55.2001,54.946,58.8958,69.9156,2.98917,147.592,0,0,0,0,2.71596,2.46985,2.4251,2.37544,2.21773,2.26303,366.044,366.78,362.701,365.935,362.292,407.483
169,1056893400,0,46,482.324,46.0296,-57.7132,-8.20821,911.366,33.1827,386.789,492.488,233.731,31.47,999.956,0,0,32.993,31.5214,26.3497,31.7099,31.4481,30.0949,28.794,55.5792,60.0062,55.0716,54.4969,59.8039,71.3642,2.48433,147.972,0,0,0,0,2.82237,2.22155,2.17844,2.1337,2.12824,1.99945,365.293,366.255,360.239,363.997,359.488,412.688
170,1056895200,0,47,735.403,68.3315,-78.244,-10.7455,1363.82,47.4079,599.573,760.937,160.383,32.7728,999.45,0,0,34.6223,32.1055,27.3385,32.1379,32.2936,30.6324,29.1365,54.9323,60.0079,54.5896,53.2165,59.3227,71.715,2.295,165.288,0,0,0,0,2.78199,2.20355,2.35307,2.36344,2.50259,2.30341,362.694,364.291,359.372,364.018,359.557,411.398
171,1056897000,0,48,769.536,71.6705,-85.154,-12.1633,1417.56,49.909,624.875,821.114,144.944,33.3069,998.921,0,0,35.5642,32.6617,28.2779,32.5961,32.907,31.379,29.9235,52.3218,61.2361,52.0754,50.268,54.9213,65.8185,2.713,158.888,0,0,0,0,3.0734,2.51351,2.4573,2.54134,2.52442,2.52278,363.315,364.591,360.914,364.141,361.269,398.84
172,1056898800,0,49,742.55,73.6095,-79.7445,-10.0463,1360.94,49.8096,599.242,805.752,174.449,33.2364,998.567,0,0,35.1278,32.8166,27.4716,32.6637,33.1486,31.5098,30.2609,51.3335,60.5912,51.3182,49.1502,54.3179,63.7503,2.7135,142.297,0,0,0,0,3.19891,2.6412,2.67449,2.76125,2.70832,2.62265,363.554,363.731,361.194,362.524,367.422,422.115
