"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","RadSensors"
"LINE","SECONDS","NANOSECONDS","RECORD","Incoming_SW_2_Avg","Outgoing_SW_2_Avg","Incoming_LW_2_Avg","Outgoing_LW_2_Avg","NetSW_2_Avg","NetLW_2_Avg","Net_radiation_2_Avg","mV_LWin_2_Avg","sensorbody_temp_in_LW_2_Avg","mV_LWout_2_Avg","sensorbody_temp_out_LW_2_Avg","albedo_2_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
2870,1056757740,0,6271,-2.06,-0.01,395.3,449.58,-2.05,-54.29,-56.34,-6.258,25.43,-0.588,26,0.004
2871,1056757800,0,6272,-2.06,0,395.07,449.23,-2.06,-54.14,-56.2,-6.268,25.41,-0.613,25.99,0.004
2872,1056757860,0,6273,-2.14,-0.01,395.29,449.18,-2.16,-53.9,-56.06,-6.231,25.38,-0.601,25.96,0.004
2873,1056757920,0,6274,-2.06,-0.01,395.78,449.33,-2.09,-53.57,-55.67,-6.169,25.37,-0.571,25.95,0.004
2874,1056757980,0,6275,-1.97,0,395.99,449.33,-2,-53.34,-55.34,-6.14,25.35,-0.57,25.93,0
2875,1056758040,0,6276,-2,-0.01,395.83,449.13,-1.99,-53.31,-55.3,-6.14,25.34,-0.573,25.92,0.008
2876,1056758100,0,6277,-1.97,0,395.85,448.97,-1.96,-53.15,-55.11,-6.12,25.31,-0.572,25.89,0
2877,1056758160,0,6278,-1.93,0,396,449.31,-1.91,-53.32,-55.23,-6.119,25.31,-0.554,25.89,0.004
2878,1056758220,0,6279,-1.85,-0.01,395.7,449.07,-1.86,-53.37,-55.23,-6.131,25.29,-0.551,25.88,0.004
2879,1056758280,0,6280,-1.91,0,395.52,449.03,-1.89,-53.52,-55.41,-6.129,25.27,-0.539,25.86,0
2880,1056758340,0,6281,-1.89,0.01,395.37,449.25,-1.87,-53.9,-55.77,-6.151,25.27,-0.521,25.86,0
2881,1056758400,0,6282,-1.925,0,394.765,448.995,-1.83,-54.18,-56,-6.185,25.27,-0.528,25.86,0.004
2882,1056758460,0,6283,-2.04,0,394.42,448.59,-2.06,-54.3,-56.36,-6.254,25.25,-0.581,25.85,0.004
2883,1056758520,0,6284,-2.06,0,394.42,448.46,-2.05,-54.03,-56.08,-6.229,25.22,-0.577,25.81,0
2884,1056758580,0,6285,-1.985,-0.005,394.165,447.95,-1.99,-53.89,-55.88,-6.214,25.18,-0.581,25.77,0.004
2885,1056758640,0,6286,-1.95,0,394.075,447.745,-1.96,-53.71,-55.67,-6.207,25.14,-0.6,25.73,0.004
2886,1056758700,0,6287,-1.93,0,394.08,447.73,-1.91,-53.64,-55.55,-6.186,25.11,-0.577,25.69,0.004
2887,1056758760,0,6288,-1.79,0,394.06,447.78,-1.76,-53.71,-55.47,-6.175,25.09,-0.56,25.67,0
2888,1056758820,0,6289,-1.79,-0.01,393.8,447.56,-1.79,-53.79,-55.58,-6.198,25.09,-0.582,25.66,0
2889,1056758880,0,6290,-1.89,-0.01,393.41,447.32,-1.88,-53.9,-55.79,-6.224,25.07,-0.589,25.65,0.004
2890,1056758940,0,6291,-2.14,-0.02,392.92,446.8,-2.15,-53.94,-56.09,-6.253,25.01,-0.619,25.59,0.004
2891,1056759000,0,6292,-2.27,-0.02,392.73,446.58,-2.24,-53.92,-56.16,-6.23,24.95,-0.598,25.54,0.003
2892,1056759060,0,6293,-2.1,-0.01,393.12,447.09,-2.09,-54.01,-56.1,-6.174,24.93,-0.527,25.51,0.004
2893,1056759120,0,6294,-2,-0.01,392.75,446.97,-2,-54.25,-56.25,-6.207,24.92,-0.544,25.51,0.004
2894,1056759180,0,6295,-2,-0.01,392.73,447.18,-2,-54.5,-56.49,-6.213,24.92,-0.516,25.51,0.008
2895,1056759240,0,6296,-2.08,-0.01,392.4,446.98,-2.1,-54.62,-56.72,-6.237,24.91,-0.53,25.49,0.008
2896,1056759300,0,6297,-2.12,-0.01,392.38,447.17,-2.12,-54.78,-56.9,-6.226,24.89,-0.498,25.48,0.004
2897,1056759360,0,6298,-2.16,-0.01,392.17,447.02,-2.15,-54.86,-57.01,-6.238,24.86,-0.509,25.46,0.007
2898,1056759420,0,6299,-2.18,-0.01,392.36,447.33,-2.18,-55,-57.18,-6.211,24.85,-0.465,25.44,0.007
2899,1056759480,0,6300,-2.14,-0.01,392.3,447.33,-2.12,-55.01,-57.13,-6.212,24.85,-0.464,25.44,0.004
2900,1056759540,0,6301,-2.08,0,392.43,447.56,-2.09,-55.11,-57.21,-6.194,24.84,-0.432,25.44,0.004
2901,1056759600,0,6302,-2.06,-0.01,392.32,447.39,-2.02,-55.07,-57.09,-6.207,24.85,-0.441,25.44,0
2902,1056759660,0,6303,-2.08,0,392.3,447.45,-2.1,-55.23,-57.33,-6.207,24.85,-0.432,25.44,0.004
2903,1056759720,0,6304,-2.06,-0.01,392.39,447.59,-2.05,-55.23,-57.28,-6.212,24.86,-0.446,25.45,0.008
2904,1056759780,0,6305,-2,0,392.35,447.85,-2,-55.58,-57.58,-6.233,24.89,-0.422,25.48,0
2905,1056759840,0,6306,-2.06,-0.02,392.22,447.73,-2.05,-55.48,-57.53,-6.26,24.92,-0.47,25.5,0.004
2906,1056759900,0,6307,-2.08,-0.01,392.21,447.84,-2.07,-55.62,-57.69,-6.264,24.92,-0.451,25.51,0
2907,1056759960,0,6308,-2,0.01,392.36,448.08,-1.97,-55.73,-57.7,-6.264,24.95,-0.443,25.53,-0.004
2908,1056760020,0,6309,-1.76,0,392.35,448.24,-1.77,-55.88,-57.65,-6.282,24.98,-0.448,25.56,0
2909,1056760080,0,6310,-1.64,0.01,392.3,448.21,-1.64,-55.97,-57.61,-6.312,25.02,-0.464,25.6,-0.005
2910,1056760140,0,6311,-1.58,0,392.18,448.35,-1.58,-56.21,-57.79,-6.342,25.04,-0.467,25.62,-0.005
2911,1056760200,0,6312,-1.62,0.01,391.88,448.31,-1.6,-56.43,-58.03,-6.387,25.06,-0.491,25.64,-0.005
2912,1056760260,0,6313,-1.7,0,391.405,448.055,-1.68,-56.56,-58.24,-6.423,25.07,-0.509,25.64,-0.005
2913,1056760320,0,6314,-1.75,-0.01,391.27,448.13,-1.71,-56.72,-58.44,-6.437,25.06,-0.509,25.64,0
2914,1056760380,0,6315,-1.815,-0.005,391.165,448.265,-1.76,-56.97,-58.74,-6.443,25.05,-0.489,25.63,0.004
2915,1056760440,0,6316,-1.85,-0.005,390.97,448.305,-1.89,-57.28,-59.17,-6.459,25.05,-0.471,25.63,0
2916,1056760500,0,6317,-1.795,-0.005,390.775,448.26,-1.79,-57.4,-59.19,-6.49,25.06,-0.494,25.63,-0.004
2917,1056760560,0,6318,-1.845,0,390.705,448.215,-1.72,-57.54,-59.27,-6.505,25.06,-0.496,25.64,0
2918,1056760620,0,6319,-1.9,0,390.65,448.065,-1.93,-57.5,-59.43,-6.508,25.06,-0.501,25.64,-0.004
2919,1056760680,0,6320,-1.85,0,390.59,447.885,-1.85,-57.34,-59.19,-6.51,25.04,-0.516,25.63,0
2920,1056760740,0,6321,-1.88,0,390.53,447.79,-1.83,-57.28,-59.11,-6.511,25.03,-0.523,25.62,0
2921,1056760800,0,6322,-1.93,0,390.49,447.77,-1.95,-57.28,-59.23,-6.504,25.01,-0.521,25.6,0
2922,1056760860,0,6323,-1.93,0,390.39,447.69,-1.91,-57.3,-59.22,-6.509,24.99,-0.52,25.59,-0.004
2923,1056760920,0,6324,-1.95,-0.01,390.2,447.62,-1.99,-57.38,-59.37,-6.522,24.98,-0.521,25.58,0
2924,1056760980,0,6325,-1.95,0.01,389.95,447.34,-1.97,-57.43,-59.4,-6.536,24.97,-0.534,25.56,0
2925,1056761040,0,6326,-1.91,-0.01,389.83,447.31,-1.9,-57.49,-59.39,-6.541,24.95,-0.534,25.55,0.004
2926,1056761100,0,6327,-1.91,-0.01,389.71,447.18,-1.92,-57.45,-59.37,-6.542,24.94,-0.535,25.53,0.004
2927,1056761160,0,6328,-1.89,0,389.6,447.05,-1.88,-57.48,-59.36,-6.545,24.93,-0.538,25.52,0
2928,1056761220,0,6329,-1.93,0,389.64,446.92,-1.93,-57.34,-59.27,-6.528,24.91,-0.535,25.5,0
2929,1056761280,0,6330,-1.76,0,389.45,446.57,-1.8,-57.17,-58.97,-6.531,24.89,-0.552,25.48,0
2930,1056761340,0,6331,-1.76,-0.02,389.36,446.52,-1.74,-57.12,-58.86,-6.536,24.88,-0.575,25.47,0.004
2931,1056761400,0,6332,-2.06,0,389.35,446.35,-2.08,-57.11,-59.19,-6.522,24.85,-0.558,25.44,0
2932,1056761460,0,6333,-1.93,-0.01,389.32,446.27,-1.95,-57.01,-58.96,-6.517,24.83,-0.564,25.43,0
2933,1056761520,0,6334,-1.93,0,389.26,446.19,-1.9,-56.9,-58.81,-6.514,24.82,-0.572,25.41,0.004
2934,1056761580,0,6335,-1.97,0,389.38,446.14,-1.99,-56.76,-58.74,-6.491,24.8,-0.556,25.39,-0.004
2935,1056761640,0,6336,-1.91,-0.01,389.44,445.93,-1.91,-56.47,-58.38,-6.454,24.78,-0.558,25.37,0
2936,1056761700,0,6337,-1.76,0.01,389.52,446.04,-1.76,-56.48,-58.25,-6.448,24.78,-0.538,25.37,0
2937,1056761760,0,6338,-1.62,0,389.9,446.45,-1.65,-56.61,-58.25,-6.421,24.79,-0.51,25.38,-0.005
2938,1056761820,0,6339,-1.51,0.02,389.97,446.67,-1.51,-56.71,-58.22,-6.436,24.83,-0.509,25.41,-0.005
2939,1056761880,0,6340,-1.53,0.01,390.05,446.84,-1.54,-56.84,-58.38,-6.453,24.87,-0.517,25.45,-0.005
2940,1056761940,0,6341,-1.62,0.02,390,446.65,-1.64,-56.67,-58.3,-6.472,24.89,-0.548,25.47,-0.005
2941,1056762000,0,6342,-1.68,0.005,390.01,446.635,-1.64,-56.69,-58.33,-6.492,24.91,-0.575,25.48,0
2942,1056762060,0,6343,-1.69,0.01,390.1,446.69,-1.73,-56.51,-58.24,-6.468,24.92,-0.557,25.49,-0.009
2943,1056762120,0,6344,-1.525,0.01,389.945,446.785,-1.69,-56.65,-58.34,-6.49,24.95,-0.567,25.52,-0.005
2944,1056762180,0,6345,-1.47,0.01,390,447.09,-1.41,-57.11,-58.52,-6.559,25,-0.594,25.57,0
2945,1056762240,0,6346,-1.55,0,389.95,447.1,-1.54,-57.22,-58.77,-6.553,25.04,-0.57,25.61,-0.005
2946,1056762300,0,6347,-1.55,-0.01,389.73,446.9,-1.55,-57.1,-58.65,-6.593,25.05,-0.622,25.62,0
2947,1056762360,0,6348,-1.81,0.02,390.23,447.53,-1.79,-57.33,-59.12,-6.549,25.07,-0.551,25.63,-0.009
2948,1056762420,0,6349,-1.76,0.01,390.21,447.21,-1.84,-57.33,-59.16,-6.547,25.08,-0.541,25.65,-0.004
2949,1056762480,0,6350,-1.66,0,389.84,447.06,-1.66,-57.18,-58.84,-6.593,25.1,-0.616,25.66,0
2950,1056762540,0,6351,-1.53,0,389.99,447.34,-1.55,-57.51,-59.06,-6.601,25.13,-0.597,25.68,0
2951,1056762600,0,6352,-1.58,0.01,390.07,447.82,-1.52,-57.76,-59.28,-6.601,25.16,-0.563,25.72,-0.005
2952,1056762660,0,6353,-1.6,0.01,390,447.99,-1.6,-57.93,-59.54,-6.654,25.19,-0.598,25.74,0.005
2953,1056762720,0,6354,-1.72,0,389.99,447.93,-1.64,-57.82,-59.46,-6.658,25.2,-0.628,25.75,0
2954,1056762780,0,6355,-1.76,-0.01,389.79,447.19,-1.82,-57.42,-59.24,-6.627,25.17,-0.625,25.72,0
2955,1056762840,0,6356,-1.93,-0.01,389.91,447.24,-1.96,-57.5,-59.46,-6.585,25.14,-0.56,25.7,-0.004
2956,1056762900,0,6357,-1.83,-0.01,389.74,447.26,-1.85,-57.48,-59.32,-6.641,25.13,-0.629,25.69,0
2957,1056762960,0,6358,-1.93,0,389.92,447.33,-1.91,-57.48,-59.39,-6.611,25.1,-0.607,25.66,0
2958,1056763020,0,6359,-1.6,0,389.66,447.38,-1.58,-57.75,-59.32,-6.636,25.11,-0.609,25.67,0.005
2959,1056763080,0,6360,-1.74,0.01,389.56,447.31,-1.76,-57.76,-59.53,-6.632,25.09,-0.609,25.66,0
2960,1056763140,0,6361,-1.97,-0.01,389.33,446.85,-2,-57.49,-59.48,-6.621,25.05,-0.607,25.62,0
2961,1056763200,0,6362,-1.76,-0.01,389.36,447.31,-1.74,-57.9,-59.63,-6.626,25.06,-0.577,25.63,0.004
2962,1056763260,0,6363,-2.02,0.01,389.72,447.46,-2,-57.73,-59.72,-6.578,25.03,-0.541,25.6,-0.004
2963,1056763320,0,6364,-1.87,0,389.13,446.9,-1.8,-57.75,-59.55,-6.636,25.01,-0.596,25.58,0.004
2964,1056763380,0,6365,-2,0,389.38,447.01,-2,-57.67,-59.66,-6.59,24.98,-0.561,25.55,0.004
2965,1056763440,0,6366,-1.89,-0.01,389.43,447.41,-1.91,-57.86,-59.77,-6.565,24.97,-0.515,25.54,0
2966,1056763500,0,6367,-1.74,0.02,389.44,447.95,-1.72,-58.4,-60.12,-6.592,25,-0.483,25.57,-0.005
2967,1056763560,0,6368,-1.55,0.02,389.41,448.34,-1.57,-59.02,-60.59,-6.622,25.05,-0.455,25.62,-0.01
2968,1056763620,0,6369,-1.39,0.01,389.14,448.47,-1.42,-59.42,-60.84,-6.676,25.11,-0.467,25.68,-0.016
2969,1056763680,0,6370,-1.62,0.01,389.25,448.91,-1.63,-59.67,-61.3,-6.713,25.16,-0.485,25.73,-0.015
2970,1056763740,0,6371,-1.6,0.01,388.96,448.6,-1.62,-59.63,-61.25,-6.765,25.19,-0.532,25.76,-0.005
2971,1056763800,0,6372,-1.85,0,388.75,448.11,-1.83,-59.35,-61.17,-6.781,25.18,-0.583,25.76,0
2972,1056763860,0,6373,-2.215,-0.01,388.155,447.14,-1.99,-59.15,-61.14,-6.808,25.15,-0.626,25.73,0.004
2973,1056763920,0,6374,-2.49,-0.015,387.97,446.565,-2.44,-58.79,-61.23,-6.787,25.05,-0.645,25.64,0.003
2974,1056763980,0,6375,-2.55,-0.02,388.06,446.255,-2.51,-58.41,-60.92,-6.733,24.96,-0.627,25.54,0.006
2975,1056764040,0,6376,-2.37,-0.02,388.505,446.295,-2.55,-57.9,-60.44,-6.635,24.86,-0.597,25.45,0.003
2976,1056764100,0,6377,-2.16,-0.02,388.86,446.46,-2.16,-57.71,-59.88,-6.561,24.82,-0.533,25.42,0.004
2977,1056764160,0,6378,-1.89,0,388.995,446.565,-1.95,-57.52,-59.47,-6.547,24.81,-0.533,25.4,0.004
2978,1056764220,0,6379,-1.87,0.01,389.16,446.8,-1.87,-57.62,-59.49,-6.527,24.82,-0.502,25.41,-0.004
2979,1056764280,0,6380,-1.91,0,388.89,446.33,-1.95,-57.45,-59.4,-6.54,24.8,-0.533,25.39,-0.004
2980,1056764340,0,6381,-1.87,0.01,389.43,446.94,-1.86,-57.52,-59.38,-6.474,24.8,-0.47,25.38,-0.004
2981,1056764400,0,6382,-1.87,0,389.11,446.38,-1.9,-57.25,-59.15,-6.512,24.78,-0.53,25.37,0.004
2982,1056764460,0,6383,-2.06,0.01,389.49,446.39,-2.04,-56.96,-59,-6.455,24.76,-0.503,25.35,0.004
2983,1056764520,0,6384,-1.93,-0.01,389.39,446.07,-1.97,-56.73,-58.71,-6.442,24.73,-0.514,25.32,0
2984,1056764580,0,6385,-1.7,0.01,389.37,446.22,-1.68,-56.81,-58.49,-6.442,24.74,-0.519,25.33,0
2985,1056764640,0,6386,-1.7,0.01,389.49,446.56,-1.71,-57.08,-58.79,-6.446,24.76,-0.484,25.34,-0.005
2986,1056764700,0,6387,-1.64,0.02,389.58,446.78,-1.6,-57.24,-58.84,-6.456,24.78,-0.479,25.36,0
2987,1056764760,0,6388,-1.68,0.02,389.52,446.78,-1.69,-57.29,-58.98,-6.465,24.8,-0.471,25.38,-0.005
2988,1056764820,0,6389,-1.64,0.01,389.38,446.68,-1.66,-57.36,-59.02,-6.486,24.81,-0.497,25.39,0
2989,1056764880,0,6390,-1.72,0.01,389.19,446.59,-1.72,-57.34,-59.06,-6.509,24.81,-0.522,25.39,0
2990,1056764940,0,6391,-1.93,-0.01,389.04,446.19,-1.94,-57.19,-59.13,-6.51,24.78,-0.535,25.37,-0.004
2991,1056765000,0,6392,-1.91,0.01,389.22,446.42,-1.93,-57.25,-59.18,-6.472,24.76,-0.494,25.35,-0.004
2992,1056765060,0,6393,-1.85,0,389.09,446.09,-1.87,-57.02,-58.89,-6.467,24.74,-0.502,25.33,0
2993,1056765120,0,6394,-1.95,0.01,389.34,446.58,-1.92,-57.29,-59.21,-6.454,24.74,-0.468,25.33,0
2994,1056765180,0,6395,-1.85,0.01,389.19,446.49,-1.88,-57.33,-59.2,-6.478,24.76,-0.485,25.34,-0.004
2995,1056765240,0,6396,-1.91,0.02,389.66,447.32,-1.89,-57.65,-59.53,-6.452,24.8,-0.437,25.39,-0.009
2996,1056765300,0,6397,-1.79,0.01,389.54,447.17,-1.82,-57.69,-59.51,-6.49,24.85,-0.465,25.44,0
2997,1056765360,0,6398,-1.81,0.01,389.8,447.68,-1.79,-57.79,-59.59,-6.499,24.89,-0.454,25.48,-0.004
2998,1056765420,0,6399,-1.85,0,389.73,447.64,-1.88,-57.98,-59.85,-6.535,24.93,-0.48,25.53,-0.004
2999,1056765480,0,6400,-2,0,389.64,447.57,-2,-57.98,-59.97,-6.571,24.97,-0.513,25.56,0.004
3000,1056765540,0,6401,-2.02,-0.01,389.3,447.32,-2.04,-58.01,-60.05,-6.614,24.98,-0.547,25.58,-0.004
3001,1056765600,0,6402,-2.07,0,389.035,447.06,-2.05,-58.09,-60.14,-6.634,24.97,-0.563,25.57,-0.004
3002,1056765660,0,6403,-2.13,0,388.985,446.945,-2.11,-58.05,-60.15,-6.641,24.96,-0.576,25.56,0.004
3003,1056765720,0,6404,-2.195,0,389.03,446.86,-2.16,-57.94,-60.1,-6.627,24.95,-0.572,25.55,0
3004,1056765780,0,6405,-2.21,0,389.06,446.79,-2.21,-57.74,-59.94,-6.61,24.93,-0.575,25.54,0.004
3005,1056765840,0,6406,-2.18,-0.02,389.06,446.76,-2.21,-57.67,-59.87,-6.603,24.91,-0.576,25.52,0.004
3006,1056765900,0,6407,-2.23,-0.01,389.15,446.7,-2.22,-57.54,-59.76,-6.579,24.89,-0.57,25.5,0.004
3007,1056765960,0,6408,-2.05,0,389.36,446.825,-2.07,-57.49,-59.56,-6.564,24.88,-0.558,25.49,0
3008,1056766020,0,6409,-1.965,0,389.535,447.02,-2.01,-57.5,-59.51,-6.535,24.88,-0.534,25.48,0
3009,1056766080,0,6410,-1.87,0,389.64,447.14,-1.91,-57.57,-59.48,-6.524,24.89,-0.51,25.49,0
3010,1056766140,0,6411,-1.83,0,389.65,447.195,-1.83,-57.59,-59.42,-6.527,24.91,-0.508,25.5,-0.004
3011,1056766200,0,6412,-1.85,-0.005,389.595,447.205,-1.85,-57.61,-59.46,-6.542,24.92,-0.521,25.52,0
3012,1056766260,0,6413,-1.87,-0.01,389.54,447.17,-1.87,-57.66,-59.53,-6.559,24.93,-0.536,25.52,0
3013,1056766320,0,6414,-1.89,0,389.43,446.97,-1.88,-57.54,-59.43,-6.561,24.92,-0.551,25.52,0
3014,1056766380,0,6415,-1.91,-0.01,389.47,446.88,-1.93,-57.45,-59.38,-6.562,24.92,-0.56,25.52,0
3015,1056766440,0,6416,-2.02,0,389.42,446.6,-2.01,-57.17,-59.18,-6.558,24.9,-0.581,25.51,0
3016,1056766500,0,6417,-2.12,-0.01,389.34,446.44,-2.1,-57.1,-59.2,-6.557,24.89,-0.59,25.49,0
3017,1056766560,0,6418,-2.23,-0.01,389.28,446.37,-2.18,-57.11,-59.29,-6.565,24.88,-0.592,25.48,0.004
3018,1056766620,0,6419,-2.18,-0.01,388.89,445.85,-2.16,-57.01,-59.16,-6.578,24.85,-0.621,25.45,0
3019,1056766680,0,6420,-2.18,0,388.92,445.87,-2.18,-56.97,-59.16,-6.56,24.82,-0.61,25.42,0
3020,1056766740,0,6421,-2.21,0,388.84,445.63,-2.16,-56.8,-58.96,-6.549,24.8,-0.615,25.4,0.004
3021,1056766800,0,6422,-2.23,0,388.86,445.48,-2.2,-56.64,-58.84,-6.528,24.77,-0.61,25.37,0.007
3022,1056766860,0,6423,-2.18,0,388.8,445.35,-2.21,-56.6,-58.8,-6.512,24.74,-0.598,25.34,0
3023,1056766920,0,6424,-2.12,0,388.79,445.38,-2.13,-56.6,-58.73,-6.502,24.72,-0.591,25.32,0
3024,1056766980,0,6425,-2.16,0,388.94,445.42,-2.16,-56.52,-58.67,-6.483,24.71,-0.572,25.31,0
3025,1056767040,0,6426,-2.14,-0.01,389.12,445.42,-2.12,-56.3,-58.42,-6.459,24.7,-0.576,25.31,0
3026,1056767100,0,6427,-1.97,-0.01,389.22,445.38,-1.97,-56.17,-58.14,-6.449,24.7,-0.583,25.3,0.004
3027,1056767160,0,6428,-2.04,-0.01,389.24,445.15,-2.03,-55.89,-57.92,-6.436,24.68,-0.601,25.29,0
3028,1056767220,0,6429,-2.06,-0.01,389.37,445.07,-2.06,-55.68,-57.74,-6.411,24.66,-0.59,25.27,0.004
3029,1056767280,0,6430,-2.06,-0.01,389.27,445.01,-2.05,-55.72,-57.77,-6.416,24.65,-0.592,25.26,0.004
3030,1056767340,0,6431,-2.04,-0.01,389.29,444.94,-2.03,-55.66,-57.69,-6.407,24.64,-0.594,25.25,0.004
3031,1056767400,0,6432,-2.04,0,389.43,445.03,-2.04,-55.62,-57.65,-6.381,24.64,-0.57,25.24,0
3032,1056767460,0,6433,-1.9,-0.01,389.125,444.845,-1.88,-55.8,-57.68,-6.427,24.64,-0.601,25.24,0
3033,1056767520,0,6434,-1.91,-0.01,389.18,444.83,-1.89,-55.67,-57.56,-6.39,24.61,-0.572,25.21,0.004
3034,1056767580,0,6435,-1.92,-0.005,388.885,444.425,-1.92,-55.66,-57.59,-6.417,24.58,-0.598,25.18,0.004
3035,1056767640,0,6436,-1.9,0,388.985,444.43,-1.9,-55.44,-57.35,-6.371,24.55,-0.577,25.15,0
3036,1056767700,0,6437,-1.9,0,389.065,444.51,-1.9,-55.47,-57.37,-6.357,24.53,-0.56,25.12,0
3037,1056767760,0,6438,-1.86,0,389.125,444.605,-1.91,-55.48,-57.39,-6.323,24.51,-0.528,25.1,0
3038,1056767820,0,6439,-1.775,0.005,389.125,444.685,-1.82,-55.57,-57.39,-6.322,24.5,-0.516,25.08,-0.004
3039,1056767880,0,6440,-1.73,0.01,389.125,444.7,-1.75,-55.55,-57.3,-6.316,24.5,-0.507,25.08,0
3040,1056767940,0,6441,-1.73,0.01,389.12,444.68,-1.7,-55.58,-57.28,-6.319,24.5,-0.511,25.08,0
3041,1056768000,0,6442,-1.71,0.01,389.1,444.595,-1.72,-55.48,-57.2,-6.311,24.5,-0.511,25.07,0
3042,1056768060,0,6443,-1.68,0.01,389.05,444.49,-1.69,-55.48,-57.17,-6.319,24.49,-0.527,25.06,-0.005
3043,1056768120,0,6444,-1.76,0,388.98,444.38,-1.76,-55.42,-57.19,-6.313,24.47,-0.522,25.05,0
3044,1056768180,0,6445,-1.79,0,389.04,444.44,-1.77,-55.39,-57.16,-6.298,24.46,-0.513,25.04,0.004
3045,1056768240,0,6446,-1.81,0,389.07,444.47,-1.76,-55.42,-57.18,-6.298,24.45,-0.51,25.03,0
3046,1056768300,0,6447,-1.83,0,389,444.42,-1.81,-55.52,-57.33,-6.305,24.44,-0.507,25.03,0
3047,1056768360,0,6448,-1.87,0,388.88,444.28,-1.88,-55.46,-57.34,-6.304,24.43,-0.508,25.02,0.004
3048,1056768420,0,6449,-1.91,-0.01,388.87,444.15,-1.89,-55.28,-57.17,-6.294,24.42,-0.52,25,0
3049,1056768480,0,6450,-2,-0.01,388.89,444.07,-2,-55.19,-57.19,-6.281,24.4,-0.514,24.98,0.008
3050,1056768540,0,6451,-2.16,-0.01,388.95,444.02,-2.17,-55.08,-57.25,-6.263,24.37,-0.509,24.96,0.004
3051,1056768600,0,6452,-2.27,-0.02,388.85,443.63,-2.26,-54.77,-57.03,-6.25,24.34,-0.527,24.93,0.007
3052,1056768660,0,6453,-2.31,-0.01,388.8,443.32,-2.27,-54.53,-56.81,-6.232,24.3,-0.534,24.89,0.003
3053,1056768720,0,6454,-2.33,-0.02,388.72,443.14,-2.32,-54.45,-56.77,-6.213,24.26,-0.525,24.85,0.007
3054,1056768780,0,6455,-2.31,-0.01,388.84,443.06,-2.32,-54.22,-56.55,-6.175,24.21,-0.507,24.81,0.007
3055,1056768840,0,6456,-2.27,-0.02,388.66,442.94,-2.24,-54.3,-56.55,-6.177,24.18,-0.501,24.77,0.007
3056,1056768900,0,6457,-2.31,-0.02,388.41,442.64,-2.27,-54.26,-56.53,-6.174,24.14,-0.501,24.73,0.007
3057,1056768960,0,6458,-2.48,-0.02,388.11,442.3,-2.48,-54.2,-56.68,-6.156,24.06,-0.495,24.66,0.006
3058,1056769020,0,6459,-2.48,-0.02,388.49,442.23,-2.46,-53.69,-56.15,-6.069,23.99,-0.455,24.59,0.009
3059,1056769080,0,6460,-2.21,-0.02,388.77,442.44,-2.19,-53.71,-55.9,-6.04,23.96,-0.426,24.56,0.007
3060,1056769140,0,6461,-2.1,-0.01,389.13,443.03,-2.09,-53.91,-56.01,-5.996,23.97,-0.36,24.57,0.004
3061,1056769200,0,6462,-2.12,-0.02,388.965,442.87,-2.07,-53.87,-55.94,-6.003,23.97,-0.376,24.56,0
3062,1056769260,0,6463,-2.14,-0.015,388.925,442.95,-2.16,-53.98,-56.14,-6.013,23.96,-0.376,24.56,0.007
3063,1056769320,0,6464,-2.13,-0.01,389.015,443.09,-2.13,-54.07,-56.2,-6,23.96,-0.348,24.55,0.004
3064,1056769380,0,6465,-2.12,-0.01,389.04,443.11,-2.11,-54.15,-56.27,-5.987,23.95,-0.328,24.54,0.007
3065,1056769440,0,6466,-2.12,-0.02,389.01,442.94,-2.08,-53.9,-55.99,-5.987,23.94,-0.353,24.54,0.004
3066,1056769500,0,6467,-2.14,-0.015,389.025,442.94,-2.16,-53.95,-56.1,-5.984,23.93,-0.349,24.53,0.007
3067,1056769560,0,6468,-2.14,-0.015,389.05,442.9,-2.11,-53.82,-55.94,-5.969,23.93,-0.348,24.52,0.004
3068,1056769620,0,6469,-2.15,-0.015,389.21,442.785,-2.13,-53.82,-55.96,-5.978,23.92,-0.354,24.51,0.007
3069,1056769680,0,6470,-2.17,-0.015,389.165,442.625,-2.18,-53.37,-55.54,-5.914,23.9,-0.341,24.49,0.004
3070,1056769740,0,6471,-2.16,-0.02,388.97,442.555,-2.18,-53.57,-55.76,-5.956,23.89,-0.355,24.48,0.007
3071,1056769800,0,6472,-2.225,-0.01,388.93,442.565,-2.13,-53.63,-55.76,-5.952,23.88,-0.343,24.47,0.004
3072,1056769860,0,6473,-2.31,0,388.86,442.55,-2.32,-53.68,-55.99,-5.95,23.86,-0.336,24.45,0.007
3073,1056769920,0,6474,-2.29,-0.01,388.87,442.66,-2.25,-53.8,-56.05,-5.952,23.85,-0.328,24.44,0.003
3074,1056769980,0,6475,-2.46,0,388.85,442.47,-2.41,-53.64,-56.05,-5.941,23.82,-0.335,24.41,0.003
3075,1056770040,0,6476,-2.33,-0.01,388.87,442.41,-2.27,-53.52,-55.79,-5.922,23.81,-0.329,24.4,0.007
3076,1056770100,0,6477,-2.33,-0.01,388.9,442.47,-2.32,-53.58,-55.91,-5.909,23.8,-0.31,24.39,0.003
